+-----+---------+--------------+-----------+----+----+-------+
|  #  | hold_id | placement_id | hold_role | x  | y  | count |
|  34 |   1608  |     1360     |     14    | 37 | 33 |  100  |
|  35 |   1492  |     1390     |     14    | 29 | 37 |  8438 |
|  36 |   1264  |     1382     |     14    | 13 | 37 |  8253 |
|  37 |   1416  |     1234     |     14    | 23 | 19 |  203  |
|  38 |   1378  |     1386     |     14    | 21 | 37 |  7642 |
|  39 |   1255  |     1347     |     14    | 11 | 33 |  925  |
|  40 |   1196  |     1328     |     14    | 7  | 31 |   82  |
|  41 |   1365  |     1300     |     14    | 19 | 27 |  323  |
|  42 |   1422  |     1302     |     14    | 23 | 27 |  628  |
|  43 |   1392  |     1216     |     14    | 21 | 17 |   15  |
|  44 |   1332  |     1248     |     14    | 17 | 21 |   42  |
|  45 |   1417  |     1251     |     14    | 23 | 21 |  110  |
|  46 |   1539  |     1340     |     14    | 31 | 31 |  335  |
|  47 |   1553  |     1341     |     14    | 33 | 31 |  522  |
|  48 |   1423  |     1319     |     14    | 23 | 29 |  583  |
|  49 |   1426  |     1353     |     14    | 23 | 33 |  2749 |
|  50 |   1329  |     1282     |     14    | 17 | 25 |   92  |
|  51 |   1266  |     1348     |     14    | 13 | 33 |  219  |
|  52 |   1323  |     1350     |     14    | 17 | 33 |  366  |
|  53 |   1257  |     1381     |     14    | 11 | 37 |  4426 |
|  54 |   1192  |     1294     |     14    | 7  | 27 |  425  |
|  55 |   1493  |     1373     |     14    | 29 | 35 |  370  |
|  56 |   1280  |     1195     |     14    | 13 | 15 |   24  |
|  57 |   1299  |     1196     |     14    | 15 | 15 |   14  |
|  58 |   1313  |     1366     |     14    | 15 | 35 |  507  |
|  59 |   1379  |     1369     |     14    | 21 | 35 |  409  |
|  60 |   1427  |     1370     |     14    | 23 | 35 |  574  |
|  61 |   1208  |     1363     |     14    | 9  | 35 |  484  |
|  62 |   1541  |     1374     |     14    | 31 | 35 |  431  |
|  63 |   1385  |     1301     |     14    | 21 | 27 |  147  |
|  64 |   1278  |     1212     |     14    | 13 | 17 |   80  |
|  65 |   1300  |     1213     |     14    | 15 | 17 |   38  |
|  66 |   1388  |     1267     |     14    | 21 | 23 |  146  |
|  67 |   1445  |     1269     |     14    | 25 | 23 |  139  |
|  68 |   1502  |     1271     |     14    | 29 | 23 |  115  |
|  69 |   1479  |     1304     |     14    | 27 | 27 |   74  |
|  70 |   1294  |     1145     |     14    | 15 | 9  |   36  |
|  71 |   1565  |     1205     |     14    | 33 | 15 |   60  |
|  72 |   1368  |     1334     |     14    | 19 | 31 |  159  |
|  73 |   1174  |     1141     |     14    | 7  | 9  |   61  |
|  74 |   1386  |     1284     |     14    | 21 | 25 |  185  |
|  75 |   1199  |     1362     |     14    | 7  | 35 |  634  |
|  76 |   1527  |     1204     |     14    | 31 | 15 |   54  |
|  77 |   1528  |     1221     |     14    | 31 | 17 |  110  |
|  78 |   1370  |     1368     |     14    | 19 | 35 |  608  |
|  79 |   1626  |     1156     |     14    | 37 | 9  |   49  |
|  80 |   1636  |     1157     |     14    | 39 | 9  |  150  |
|  81 |   1271  |     1297     |     14    | 13 | 27 |  228  |
|  82 |   1309  |     1315     |     14    | 15 | 29 |  119  |
|  83 |   1306  |     1281     |     14    | 15 | 25 |  136  |
|  84 |   1521  |     1136     |     14    | 31 | 7  |   48  |
|  85 |   1572  |     1120     |     14    | 33 | 5  |   5   |
|  86 |   1571  |     1137     |     14    | 33 | 7  |   9   |
|  87 |   1395  |     1182     |     14    | 21 | 13 |   13  |
|  88 |   1275  |     1246     |     14    | 13 | 21 |   75  |
|  89 |   1305  |     1264     |     14    | 15 | 23 |   50  |
|  90 |   1268  |     1331     |     14    | 13 | 31 |  328  |
|  91 |   1220  |     1227     |     14    | 9  | 19 |   20  |
|  92 |   1286  |     1127     |     14    | 13 | 7  |   18  |
|  93 |   1442  |     1303     |     14    | 25 | 27 |  117  |
|  94 |   1588  |     1257     |     14    | 35 | 21 |  376  |
|  95 |   1497  |     1322     |     14    | 29 | 29 |  103  |
|  96 |   1212  |     1312     |     14    | 9  | 29 |  126  |
|  97 |   1415  |     1532     |     14    | 24 | 18 |   3   |
|  98 |   1449  |     1218     |     14    | 25 | 17 |   22  |
|  99 |   1251  |     1296     |     14    | 11 | 27 |   72  |
| 100 |   1382  |     1335     |     14    | 21 | 31 |  196  |
| 101 |   1425  |     1336     |     14    | 23 | 31 |  204  |
| 102 |   1322  |     1367     |     14    | 17 | 35 |  1090 |
| 103 |   1302  |     1230     |     14    | 15 | 19 |   18  |
| 104 |   1440  |     1320     |     14    | 25 | 29 |  142  |
| 105 |   1311  |     1332     |     14    | 15 | 31 |  154  |
| 106 |   1381  |     1595     |     14    | 22 | 32 |   71  |
| 107 |   1419  |     1268     |     14    | 23 | 23 |  140  |
| 108 |   1443  |     1286     |     14    | 25 | 25 |  119  |
| 109 |   1477  |     1287     |     14    | 27 | 25 |   95  |
| 110 |   1369  |     1351     |     14    | 19 | 33 |  271  |
| 111 |   1617  |     1258     |     14    | 37 | 21 |   71  |
| 112 |   1654  |     1361     |     14    | 39 | 33 |  400  |
| 113 |   1221  |     1210     |     14    | 9  | 17 |   67  |
| 114 |   1585  |     1223     |     14    | 35 | 17 |   72  |
| 115 |   1620  |     1224     |     14    | 37 | 17 |   31  |
| 116 |   1188  |     1260     |     14    | 7  | 23 |  120  |
| 117 |   1476  |     1270     |     14    | 27 | 23 |   44  |
| 118 |   1166  |     1464     |     14    | 6  | 0  |   16  |
| 119 |   1326  |     1316     |     14    | 17 | 29 |   94  |
| 120 |   1325  |     1333     |     14    | 17 | 31 |  262  |
| 121 |   1448  |     1235     |     14    | 25 | 19 |   96  |
| 122 |   1473  |     1236     |     14    | 27 | 19 |  100  |
| 123 |   1293  |     1128     |     14    | 15 | 7  |   35  |
| 124 |   1344  |     1112     |     14    | 17 | 5  |   7   |
| 125 |   1296  |     1162     |     14    | 15 | 11 |   23  |
| 126 |   1598  |     1376     |     14    | 35 | 35 |  414  |
| 127 |   1655  |     1378     |     14    | 39 | 35 |  392  |
| 128 |   1303  |     1247     |     14    | 15 | 21 |   96  |
| 129 |   1446  |     1252     |     14    | 25 | 21 |   64  |
| 130 |   1474  |     1253     |     14    | 27 | 21 |   35  |
| 131 |   1534  |     1289     |     14    | 31 | 25 |   98  |
| 132 |   1436  |     1371     |     14    | 25 | 35 |  864  |
| 133 |   1514  |     1135     |     14    | 29 | 7  |   9   |
| 134 |   1607  |     1377     |     14    | 37 | 35 |  323  |
| 135 |   1501  |     1561     |     14    | 30 | 24 |   14  |
| 136 |   1609  |     1599     |     14    | 38 | 32 |   68  |
| 137 |   1439  |     1337     |     14    | 25 | 31 |  237  |
| 138 |   1551  |     1358     |     14    | 33 | 33 |  136  |
| 139 |   1366  |     1317     |     14    | 19 | 29 |  154  |
| 140 |   1437  |     1354     |     14    | 25 | 33 |  245  |
| 141 |   1410  |     1166     |     14    | 23 | 11 |   72  |
| 142 |   1340  |     1163     |     14    | 17 | 11 |   79  |
| 143 |   1552  |     1598     |     14    | 34 | 32 |   83  |
| 144 |   1256  |     1364     |     14    | 11 | 35 |  418  |
| 145 |   1483  |     1355     |     14    | 27 | 33 |  382  |
| 146 |   1312  |     1349     |     14    | 15 | 33 |  232  |
| 147 |   1362  |     1266     |     14    | 19 | 23 |   51  |
| 148 |   1647  |     1276     |     14    | 39 | 23 |  102  |
| 149 |   1646  |     1554     |     14    | 40 | 22 |   11  |
| 150 |   1389  |     1250     |     14    | 21 | 21 |   66  |
| 151 |   1360  |     1249     |     14    | 19 | 21 |   56  |
| 152 |   1408  |     1149     |     14    | 23 | 9  |   71  |
| 153 |   1465  |     1151     |     14    | 27 | 9  |   16  |
| 154 |   1638  |     1174     |     14    | 39 | 11 |   88  |
| 155 |   1356  |     1198     |     14    | 19 | 15 |   39  |
| 156 |   1495  |     1597     |     14    | 30 | 32 |   77  |
| 157 |   1265  |     1365     |     14    | 13 | 35 |  420  |
| 158 |   1272  |     1280     |     14    | 13 | 25 |   75  |
| 159 |   1380  |     1352     |     14    | 21 | 33 |  346  |
| 160 |   1246  |     1245     |     14    | 11 | 21 |   75  |
| 161 |   1554  |     1324     |     14    | 33 | 29 |   71  |
| 162 |   1610  |     1343     |     14    | 37 | 31 |  173  |
| 163 |   1198  |     1345     |     14    | 7  | 33 |  573  |
| 164 |   1499  |     1305     |     14    | 29 | 27 |   68  |
| 165 |   1650  |     1310     |     14    | 39 | 27 |   78  |
| 166 |   1227  |     1142     |     14    | 9  | 9  |  124  |
| 167 |   1176  |     1158     |     14    | 7  | 11 |   20  |
| 168 |   1560  |     1256     |     14    | 33 | 21 |   34  |
| 169 |   1579  |     1155     |     14    | 35 | 9  |  121  |
| 170 |   1629  |     1122     |     14    | 37 | 5  |   21  |
| 171 |   1401  |     1114     |     14    | 21 | 5  |   14  |
| 172 |   1254  |     1330     |     14    | 11 | 31 |   92  |
| 173 |   1616  |     1275     |     14    | 37 | 23 |   87  |
| 174 |   1243  |     1211     |     14    | 11 | 17 |   16  |
| 175 |   1613  |     1309     |     14    | 37 | 27 |   58  |
| 176 |   1569  |     1154     |     14    | 33 | 9  |   50  |
| 177 |   1540  |     1357     |     14    | 31 | 33 |  295  |
| 178 |   1319  |     1418     |     14    | 17 | 41 |   3   |
| 179 |   1376  |     1420     |     14    | 21 | 41 |   4   |
| 180 |   1411  |     1183     |     14    | 23 | 13 |   45  |
| 181 |   1337  |     1197     |     14    | 17 | 15 |   30  |
| 182 |   1489  |     1441     |     14    | 29 | 43 |   3   |
| 183 |   1383  |     1318     |     14    | 21 | 29 |  121  |
| 184 |   1238  |     1493     |     14    | 12 | 10 |   1   |
| 185 |   1241  |     1511     |     14    | 12 | 14 |   5   |
| 186 |   1180  |     1192     |     14    | 7  | 15 |  167  |
| 187 |   1568  |     1171     |     14    | 33 | 11 |   43  |
| 188 |   1596  |     1342     |     14    | 35 | 31 |  108  |
| 189 |   1341  |     1146     |     14    | 17 | 9  |   19  |
| 190 |   1274  |     1263     |     14    | 13 | 23 |   33  |
| 191 |   1533  |     1272     |     14    | 31 | 23 |   49  |
| 192 |   1240  |     1177     |     14    | 11 | 13 |   29  |
| 193 |   1651  |     1327     |     14    | 39 | 29 |   64  |
| 194 |   1308  |     1298     |     14    | 15 | 27 |   58  |
| 195 |   1470  |     1202     |     14    | 27 | 15 |   26  |
| 196 |   1334  |     1231     |     14    | 17 | 19 |   60  |
| 197 |   1281  |     1178     |     14    | 13 | 13 |   16  |
| 198 |   1653  |     1344     |     14    | 39 | 31 |  191  |
| 199 |   1537  |     1323     |     14    | 31 | 29 |   75  |
| 200 |   1397  |     1165     |     14    | 21 | 11 |   25  |
| 201 |   1482  |     1338     |     14    | 27 | 31 |  114  |
| 202 |   1480  |     1321     |     14    | 27 | 29 |   78  |
| 203 |   1622  |     1207     |     14    | 37 | 15 |   47  |
| 204 |   1400  |     1131     |     14    | 21 | 7  |   25  |
| 205 |   1524  |     1170     |     14    | 31 | 11 |   46  |
| 206 |   1181  |     1519     |     14    | 6  | 16 |   12  |
| 207 |   1582  |     1189     |     14    | 35 | 13 |   39  |
| 208 |   1614  |     1292     |     14    | 37 | 25 |   81  |
| 209 |   1213  |     1574     |     14    | 10 | 28 |   13  |
| 210 |   1178  |     1175     |     14    | 7  | 13 |   35  |
| 211 |   1209  |     1346     |     14    | 9  | 33 |  129  |
| 212 |   1611  |     1326     |     14    | 37 | 29 |   67  |
| 213 |   1197  |     1591     |     14    | 6  | 32 |   72  |
| 214 |   1391  |     1233     |     14    | 21 | 19 |   86  |
| 215 |   1338  |     1180     |     14    | 17 | 13 |   12  |
| 216 |   1284  |     1144     |     14    | 13 | 9  |   59  |
| 217 |   1455  |     1150     |     14    | 25 | 9  |   24  |
| 218 |   1649  |     1572     |     14    | 40 | 26 |   17  |
| 219 |   1438  |     1596     |     14    | 26 | 32 |   67  |
| 220 |   1648  |     1293     |     14    | 39 | 25 |   66  |
| 221 |   1211  |     1329     |     14    | 9  | 31 |   83  |
| 222 |   1587  |     1240     |     14    | 35 | 19 |   35  |
| 223 |   1359  |     1232     |     14    | 19 | 19 |   22  |
| 224 |   1237  |     1143     |     14    | 11 | 9  |   68  |
| 225 |   1452  |     1184     |     14    | 25 | 13 |   26  |
| 226 |   1214  |     1295     |     14    | 9  | 27 |   60  |
| 227 |   1641  |     1208     |     14    | 39 | 15 |   98  |
| 228 |   1204  |     1431     |     14    | 9  | 43 |   3   |
| 229 |   1424  |     1586     |     14    | 24 | 30 |   15  |
| 230 |   1454  |     1167     |     14    | 25 | 11 |   21  |
| 231 |   1468  |     1185     |     14    | 27 | 13 |   17  |
| 232 |   1269  |     1314     |     14    | 13 | 29 |   50  |
| 233 |   1625  |     1173     |     14    | 37 | 11 |   77  |
| 234 |   1591  |     1291     |     14    | 35 | 25 |   50  |
| 235 |   1559  |     1273     |     14    | 33 | 23 |   55  |
| 236 |   1152  |     1082     |     14    | 21 | 1  |   6   |
| 237 |   1575  |     1104     |     14    | 35 | 3  |   13  |
| 238 |   1210  |     1592     |     14    | 10 | 32 |   59  |
| 239 |   1324  |     1594     |     14    | 18 | 32 |   54  |
| 240 |   1328  |     1299     |     14    | 17 | 27 |   64  |
| 241 |   1248  |     1262     |     14    | 11 | 23 |   85  |
| 242 |   1374  |     1436     |     14    | 19 | 43 |   5   |
| 243 |   1444  |     1560     |     14    | 26 | 24 |   7   |
| 244 |   1267  |     1593     |     14    | 14 | 32 |   76  |
| 245 |   1331  |     1265     |     14    | 17 | 23 |   37  |
| 246 |   1642  |     1225     |     14    | 39 | 17 |   35  |
| 247 |   1531  |     1255     |     14    | 31 | 21 |   37  |
| 248 |   1190  |     1277     |     14    | 7  | 25 |   66  |
| 249 |   1644  |     1242     |     14    | 39 | 19 |   59  |
| 250 |   1260  |     1432     |     14    | 11 | 43 |   2   |
| 251 |   1195  |     1582     |     14    | 8  | 30 |   14  |
| 252 |   1377  |     1403     |     14    | 21 | 39 |   2   |
| 253 |   1304  |     1548     |     14    | 16 | 22 |   8   |
| 254 |   1522  |     1153     |     14    | 31 | 9  |   20  |
| 255 |   1357  |     1215     |     14    | 19 | 17 |   31  |
| 256 |   1503  |     1254     |     14    | 29 | 21 |   28  |
| 257 |   1639  |     1191     |     14    | 39 | 13 |   36  |
| 258 |   1467  |     1168     |     14    | 27 | 11 |   34  |
| 259 |   1420  |     1285     |     14    | 23 | 25 |   73  |
| 260 |   1555  |     1580     |     14    | 34 | 28 |   19  |
| 261 |   1612  |     1581     |     14    | 38 | 28 |   10  |
| 262 |   1478  |     1569     |     14    | 28 | 26 |   10  |
| 263 |   1481  |     1587     |     14    | 28 | 30 |   11  |
| 264 |   1394  |     1199     |     14    | 21 | 15 |   26  |
| 265 |   1351  |     1147     |     14    | 19 | 9  |   17  |
| 266 |   1523  |     1498     |     14    | 32 | 10 |   4   |
| 267 |   1447  |     1542     |     14    | 26 | 20 |   10  |
| 268 |   1277  |     1229     |     14    | 13 | 19 |   25  |
| 269 |   1623  |     1190     |     14    | 37 | 13 |   40  |
| 270 |   1530  |     1238     |     14    | 31 | 19 |   19  |
| 271 |   1562  |     1239     |     14    | 33 | 19 |   70  |
| 272 |   1490  |     1424     |     14    | 29 | 41 |   1   |
| 273 |   1398  |     1148     |     14    | 21 | 9  |   14  |
| 274 |   1384  |     1577     |     14    | 22 | 28 |   20  |
| 275 |   1441  |     1578     |     14    | 26 | 28 |   30  |
| 276 |   1538  |     1588     |     14    | 32 | 30 |   17  |
| 277 |   1471  |     1219     |     14    | 27 | 17 |   35  |
| 278 |   1235  |     1475     |     14    | 12 | 6  |   4   |
| 279 |   1223  |     1193     |     14    | 9  | 15 |   15  |
| 280 |   1242  |     1194     |     14    | 11 | 15 |   46  |
| 281 |   1512  |     1152     |     14    | 29 | 9  |   21  |
| 282 |   1283  |     1161     |     14    | 13 | 11 |   47  |
| 283 |   1261  |     1433     |     14    | 13 | 43 |   2   |
| 284 |   1224  |     1176     |     14    | 9  | 13 |   17  |
| 285 |   1407  |     1132     |     14    | 23 | 7  |   19  |
| 286 |   1619  |     1241     |     14    | 37 | 19 |   30  |
| 287 |   1586  |     1535     |     14    | 36 | 18 |   1   |
| 288 |   1375  |     1437     |     14    | 21 | 43 |   3   |
| 289 |   1249  |     1279     |     14    | 11 | 25 |   42  |
| 290 |   1297  |     1179     |     14    | 15 | 13 |   16  |
| 291 |   1363  |     1283     |     14    | 19 | 25 |   33  |
| 292 |   1509  |     1186     |     14    | 29 | 13 |   25  |
| 293 |   1486  |     1406     |     14    | 27 | 39 |   1   |
| 294 |   1543  |     1408     |     14    | 31 | 39 |   1   |
| 295 |   1218  |     1244     |     14    | 9  | 21 |   38  |
| 296 |   1460  |     1099     |     14    | 25 | 3  |   12  |
| 297 |   1518  |     1102     |     14    | 31 | 3  |   8   |
| 298 |   1594  |     1325     |     14    | 35 | 29 |   54  |
| 299 |   1187  |     1546     |     14    | 8  | 22 |   6   |
| 300 |   1216  |     1556     |     14    | 10 | 24 |   13  |
| 301 |   1226  |     1159     |     14    | 9  | 11 |   29  |
| 302 |   1354  |     1181     |     14    | 19 | 13 |   24  |
| 303 |   1457  |     1133     |     14    | 25 | 7  |   25  |
| 304 |   1367  |     1585     |     14    | 20 | 30 |   11  |
| 305 |   1147  |     1454     |     14    | 26 | 0  |   5   |
| 306 |   1149  |     1455     |     14    | 24 | 0  |   6   |
| 307 |   1343  |     1129     |     14    | 17 | 7  |   7   |
| 308 |   1464  |     1134     |     14    | 27 | 7  |   16  |
| 309 |   1603  |     1445     |     14    | 37 | 43 |   1   |
| 310 |   1659  |     1446     |     14    | 39 | 43 |   2   |
| 311 |   1628  |     1139     |     14    | 37 | 7  |   20  |
| 312 |   1182  |     1209     |     14    | 7  | 17 |   37  |
| 313 |   1556  |     1307     |     14    | 33 | 27 |   55  |
| 314 |   1640  |     1518     |     14    | 40 | 14 |   4   |
| 315 |   1347  |     1096     |     14    | 19 | 3  |   14  |
| 316 |   1590  |     1274     |     14    | 35 | 23 |   52  |
| 317 |   1239  |     1160     |     14    | 11 | 11 |   15  |
| 318 |   1172  |     1124     |     14    | 7  | 7  |   13  |
| 319 |   1566  |     1188     |     14    | 33 | 13 |   25  |
| 320 |   1505  |     1237     |     14    | 29 | 19 |   50  |
| 321 |   1310  |     1584     |     14    | 16 | 30 |   14  |
| 322 |   1506  |     1220     |     14    | 29 | 17 |   9   |
| 323 |   1510  |     1507     |     14    | 30 | 12 |   4   |
| 324 |   1191  |     1564     |     14    | 8  | 26 |   12  |
| 325 |   1404  |     1098     |     14    | 23 | 3  |   10  |
| 326 |   1159  |     1460     |     14    | 14 | 0  |   2   |
| 327 |   1263  |     1399     |     14    | 13 | 39 |   1   |
| 328 |   1317  |     1434     |     14    | 15 | 43 |   2   |
| 329 |   1353  |     1164     |     14    | 19 | 11 |   13  |
| 330 |   1318  |     1435     |     14    | 17 | 43 |   3   |
| 331 |   1475  |     1551     |     14    | 28 | 22 |   4   |
| 332 |   1545  |     1442     |     14    | 31 | 43 |   2   |
| 333 |   1429  |     1404     |     14    | 23 | 39 |   2   |
| 334 |   1146  |     1079     |     14    | 27 | 1  |   6   |
| 335 |   1150  |     1081     |     14    | 23 | 1  |   8   |
| 336 |   1217  |     1261     |     14    | 9  | 23 |   15  |
| 337 |   1488  |     1440     |     14    | 27 | 43 |   2   |
| 338 |   1203  |     1430     |     14    | 7  | 43 |   1   |
| 339 |   1144  |     1078     |     14    | 29 | 1  |   1   |
| 340 |   1372  |     1402     |     14    | 19 | 39 |   1   |
| 341 |   1581  |     1172     |     14    | 35 | 11 |   16  |
| 342 |   1458  |     1116     |     14    | 25 | 5  |   5   |
| 343 |   1508  |     1203     |     14    | 29 | 15 |   23  |
| 344 |   1390  |     1541     |     14    | 22 | 20 |   6   |
| 345 |   1405  |     1115     |     14    | 23 | 5  |   6   |
| 346 |   1652  |     1590     |     14    | 40 | 30 |   32  |
| 347 |   1602  |     1444     |     14    | 35 | 43 |   1   |
| 348 |   1498  |     1579     |     14    | 30 | 28 |   8   |
| 349 |   1156  |     1084     |     14    | 17 | 1  |   6   |
| 350 |   1350  |     1130     |     14    | 19 | 7  |   11  |
| 351 |   1451  |     1201     |     14    | 25 | 15 |   30  |
| 352 |   1167  |     1089     |     14    | 7  | 1  |   17  |
| 353 |   1247  |     1547     |     14    | 12 | 22 |   7   |
| 354 |   1230  |     1108     |     14    | 9  | 5  |   10  |
| 355 |   1234  |     1109     |     14    | 11 | 5  |   2   |
| 356 |   1315  |     1400     |     14    | 15 | 39 |   1   |
| 357 |   1578  |     1138     |     14    | 35 | 7  |   14  |
| 358 |   1165  |     1463     |     14    | 8  | 0  |   15  |
| 359 |   1563  |     1222     |     14    | 33 | 17 |   19  |
| 360 |   1433  |     1422     |     14    | 25 | 41 |   1   |
| 361 |   1558  |     1562     |     14    | 34 | 24 |   11  |
| 362 |   1631  |     1105     |     14    | 37 | 3  |   4   |
| 363 |   1258  |     1398     |     14    | 11 | 39 |   1   |
| 364 |   1364  |     1567     |     14    | 20 | 26 |   6   |
| 365 |   1595  |     1589     |     14    | 36 | 30 |   17  |
| 366 |   1515  |     1118     |     14    | 29 | 5  |   4   |
| 367 |   1348  |     1113     |     14    | 19 | 5  |   2   |
| 368 |   1160  |     1086     |     14    | 13 | 1  |   5   |
| 369 |   1418  |     1550     |     14    | 24 | 22 |   6   |
| 370 |   1290  |     1094     |     14    | 15 | 3  |   3   |
| 371 |   1291  |     1111     |     14    | 15 | 5  |   6   |
| 372 |   1519  |     1119     |     14    | 31 | 5  |   4   |
| 373 |   1525  |     1187     |     14    | 31 | 13 |   21  |
| 374 |   1336  |     1522     |     14    | 18 | 16 |   4   |
| 375 |   1168  |     1090     |     14    | 7  | 3  |   7   |
| 376 |   1632  |     1106     |     14    | 39 | 3  |   11  |
| 377 |   1170  |     1107     |     14    | 7  | 5  |   13  |
| 378 |   1633  |     1123     |     14    | 39 | 5  |   9   |
| 379 |   1635  |     1140     |     14    | 39 | 7  |   24  |
| 380 |   1133  |     1447     |     14    | 40 | 0  |   40  |
| 381 |   1273  |     1557     |     14    | 14 | 24 |   8   |
| 382 |   1576  |     1121     |     14    | 35 | 5  |   15  |
| 383 |   1163  |     1462     |     14    | 10 | 0  |   8   |
| 384 |   1245  |     1228     |     14    | 11 | 19 |   32  |
| 385 |   1504  |     1543     |     14    | 30 | 20 |   6   |
| 386 |   1472  |     1533     |     14    | 28 | 18 |   5   |
| 387 |   1148  |     1080     |     14    | 25 | 1  |   3   |
| 388 |   1162  |     1087     |     14    | 11 | 1  |   2   |
| 389 |   1253  |     1583     |     14    | 12 | 30 |   19  |
| 390 |   1301  |     1530     |     14    | 16 | 18 |   4   |
| 391 |   1185  |     1537     |     14    | 6  | 20 |   8   |
| 392 |   1193  |     1573     |     14    | 6  | 28 |   25  |
| 393 |   1643  |     1536     |     14    | 40 | 18 |   12  |
| 394 |   1135  |     1448     |     14    | 38 | 0  |   8   |
| 395 |   1289  |     1093     |     14    | 13 | 3  |   5   |
| 396 |   1393  |     1523     |     14    | 22 | 16 |   5   |
| 397 |   1574  |     1103     |     14    | 33 | 3  |   6   |
| 398 |   1177  |     1501     |     14    | 6  | 12 |   4   |
| 399 |   4280  |     4699     |     14    | 5  | 37 |  214  |
| 400 |   4375  |     4794     |     14    | 45 | 37 |  251  |
| 401 |   1287  |     1110     |     14    | 13 | 5  |   6   |
| 402 |   1624  |     1509     |     14    | 38 | 12 |   2   |
| 403 |   1236  |     1126     |     14    | 11 | 7  |   14  |
| 404 |   1618  |     1545     |     14    | 38 | 20 |   7   |
| 405 |   1387  |     1559     |     14    | 22 | 24 |   12  |
| 406 |   4425  |     4844     |     14    | 42 | 32 |   2   |
| 407 |   1229  |     1125     |     14    | 9  | 7  |   5   |
| 408 |   4299  |     4718     |     14    | 3  | 37 |  191  |
| 409 |   1189  |     1555     |     14    | 6  | 24 |   12  |
| 410 |   1402  |     1469     |     14    | 22 | 4  |   1   |
| 411 |   1250  |     1565     |     14    | 12 | 26 |   13  |
| 412 |   1270  |     1575     |     14    | 14 | 28 |   15  |
| 413 |   4337  |     4756     |     14    | 41 | 37 |  220  |
| 414 |   1175  |     1492     |     14    | 8  | 10 |   4   |
| 415 |   4356  |     4775     |     14    | 43 | 37 |  215  |
| 416 |   1307  |     1566     |     14    | 16 | 26 |   7   |
| 417 |   4318  |     4737     |     14    | 1  | 37 |  231  |
| 418 |   4278  |     4697     |     14    | 5  | 33 |   30  |
| 419 |   4298  |     4717     |     14    | 3  | 35 |   9   |
| 420 |   4348  |     4767     |     14    | 43 | 21 |   4   |
| 421 |   4317  |     4736     |     14    | 1  | 35 |   18  |
| 422 |   4268  |     4687     |     14    | 5  | 13 |   1   |
| 423 |   4287  |     4706     |     14    | 3  | 13 |   3   |
| 424 |   4279  |     4698     |     14    | 5  | 35 |   9   |
| 425 |   1143  |     1452     |     14    | 30 | 0  |   1   |
| 426 |   1561  |     1544     |     14    | 34 | 20 |   6   |
| 427 |   4286  |     4705     |     14    | 3  | 11 |   1   |
| 428 |   4305  |     4724     |     14    | 1  | 11 |   3   |
| 429 |   1513  |     1489     |     14    | 30 | 8  |   5   |
| 430 |   4334  |     4753     |     14    | 41 | 31 |   24  |
| 431 |   4336  |     4755     |     14    | 41 | 35 |   24  |
| 432 |   1154  |     1083     |     14    | 19 | 1  |   2   |
