+-------+--------------------------------+----------------+-------+
|   #   | User Name                      | Boulder/routes |   %   |
|  981  | jakey0101                      |       39       | 0.014 |
|  982  | jaygetmoney                    |       39       | 0.014 |
|  983  | juanitoo                       |       39       | 0.014 |
|  984  | lokevs                         |       39       | 0.014 |
|  985  | markdgold                      |       39       | 0.014 |
|  986  | mitchellbsu                    |       39       | 0.014 |
|  987  | nickdandria                    |       39       | 0.014 |
|  988  | pietstonie                     |       39       | 0.014 |
|  989  | red216108                      |       39       | 0.014 |
|  990  | samk223                        |       39       | 0.014 |
|  991  | theyataman                     |       39       | 0.014 |
|  992  | wtbrian                        |       39       | 0.014 |
|  993  | CampusBeta                     |       38       | 0.014 |
|  994  | Chloe15200                     |       38       | 0.014 |
|  995  | El_Garatge_Fanatik             |       38       | 0.014 |
|  996  | Elorduy                        |       38       | 0.014 |
|  997  | Jordi_Fanatik                  |       38       | 0.014 |
|  998  | Orfeas                         |       38       | 0.014 |
|  999  | QuintenMolenkamp               |       38       | 0.014 |
|  1000 | SimonShulfer                   |       38       | 0.014 |
|  1001 | Splatt                         |       38       | 0.014 |
|  1002 | andreplanque                   |       38       | 0.014 |
|  1003 | cangrejo                       |       38       | 0.014 |
|  1004 | chalkyboi                      |       38       | 0.014 |
|  1005 | cmcateer                       |       38       | 0.014 |
|  1006 | hctyld                         |       38       | 0.014 |
|  1007 | helter_skilter                 |       38       | 0.014 |
|  1008 | jackywong.jw                   |       38       | 0.014 |
|  1009 | jesse.pauw                     |       38       | 0.014 |
|  1010 | jessejr                        |       38       | 0.014 |
|  1011 | jorx                           |       38       | 0.014 |
|  1012 | jost                           |       38       | 0.014 |
|  1013 | kidjecl                        |       38       | 0.014 |
|  1014 | lucadamico                     |       38       | 0.014 |
|  1015 | mmreyes                        |       38       | 0.014 |
|  1016 | myleswamsley                   |       38       | 0.014 |
|  1017 | nosomee                        |       38       | 0.014 |
|  1018 | pgnative                       |       38       | 0.014 |
|  1019 | rosser11                       |       38       | 0.014 |
|  1020 | ryanpearson2                   |       38       | 0.014 |
|  1021 | tannerlemmon                   |       38       | 0.014 |
|  1022 | tobbenhuv                      |       38       | 0.014 |
|  1023 | tormotius                      |       38       | 0.014 |
|  1024 | will.rijn                      |       38       | 0.014 |
|  1025 | 9DMORNINGSIDETABLET            |       37       | 0.014 |
|  1026 | Austria_Climbing               |       37       | 0.014 |
|  1027 | Bouncy_Baguette                |       37       | 0.014 |
|  1028 | JoshuagCarrasco                |       37       | 0.014 |
|  1029 | MartinMoffatt                  |       37       | 0.014 |
|  1030 | Nico94                         |       37       | 0.014 |
|  1031 | Noah_Colvin                    |       37       | 0.014 |
|  1032 | Rannon                         |       37       | 0.014 |
|  1033 | Roch.O                         |       37       | 0.014 |
|  1034 | Sedor18                        |       37       | 0.014 |
|  1035 | SpencerShore                   |       37       | 0.014 |
|  1036 | adamfogarasi                   |       37       | 0.014 |
|  1037 | beau438                        |       37       | 0.014 |
|  1038 | jacqweee                       |       37       | 0.014 |
|  1039 | jkassay                        |       37       | 0.014 |
|  1040 | jordanhirro                    |       37       | 0.014 |
|  1041 | krickgould                     |       37       | 0.014 |
|  1042 | lolpromain                     |       37       | 0.014 |
|  1043 | lucascmckinnon                 |       37       | 0.014 |
|  1044 | micchan                        |       37       | 0.014 |
|  1045 | mopedsurfer                    |       37       | 0.014 |
|  1046 | natekarakorn                   |       37       | 0.014 |
|  1047 | nickcckckckckc                 |       37       | 0.014 |
|  1048 | overhang                       |       37       | 0.014 |
|  1049 | reneauj7                       |       37       | 0.014 |
|  1050 | royal.G                        |       37       | 0.014 |
|  1051 | seatheq                        |       37       | 0.014 |
|  1052 | someone                        |       37       | 0.014 |
|  1053 | toddstebbing11                 |       37       | 0.014 |
|  1054 | yodamo                         |       37       | 0.014 |
|  1055 | yungjuby                       |       37       | 0.014 |
|  1056 | DzenanLeon                     |       36       | 0.013 |
|  1057 | Feijiong00                     |       36       | 0.013 |
|  1058 | JohannSoe                      |       36       | 0.013 |
|  1059 | Kubla_Khan                     |       36       | 0.013 |
|  1060 | PeruUrkola                     |       36       | 0.013 |
|  1061 | RTKDingo                       |       36       | 0.013 |
|  1062 | SteveThresh                    |       36       | 0.013 |
|  1063 | StraightDanglin                |       36       | 0.013 |
|  1064 | ZacSMMS                        |       36       | 0.013 |
|  1065 | ZiYi1234                       |       36       | 0.013 |
|  1066 | _                              |       36       | 0.013 |
|  1067 | austincouch                    |       36       | 0.013 |
|  1068 | b.bloc_gangnam                 |       36       | 0.013 |
|  1069 | benjaminrj2001                 |       36       | 0.013 |
|  1070 | clumsy000002                   |       36       | 0.013 |
|  1071 | danielholcomb990               |       36       | 0.013 |
|  1072 | davidphilippi                  |       36       | 0.013 |
|  1073 | elshalakani                    |       36       | 0.013 |
|  1074 | glenn9                         |       36       | 0.013 |
|  1075 | hsyoo                          |       36       | 0.013 |
|  1076 | indifferent.Broccoli           |       36       | 0.013 |
|  1077 | kazunefuruhata                 |       36       | 0.013 |
|  1078 | lorenzoalmond                  |       36       | 0.013 |
|  1079 | steil.boulderhalle             |       36       | 0.013 |
|  1080 | thebribrarian                  |       36       | 0.013 |
|  1081 | torindionnew                   |       36       | 0.013 |
|  1082 | turkanen                       |       36       | 0.013 |
|  1083 | 50                             |       35       | 0.013 |
|  1084 | ABP.Westgate                   |       35       | 0.013 |
|  1085 | Brot                           |       35       | 0.013 |
|  1086 | Choss_Goblin                   |       35       | 0.013 |
|  1087 | DJB                            |       35       | 0.013 |
|  1088 | Dom53                          |       35       | 0.013 |
|  1089 | HopperWolf                     |       35       | 0.013 |
|  1090 | Legrand_Erwan                  |       35       | 0.013 |
|  1091 | Olweeee                        |       35       | 0.013 |
|  1092 | Pmada05                        |       35       | 0.013 |
|  1093 | T1m                            |       35       | 0.013 |
|  1094 | aWatt                          |       35       | 0.013 |
|  1095 | algeotyler                     |       35       | 0.013 |
|  1096 | aopanpanyan                    |       35       | 0.013 |
|  1097 | audou                          |       35       | 0.013 |
|  1098 | cestsur                        |       35       | 0.013 |
|  1099 | dadamz                         |       35       | 0.013 |
|  1100 | dahlbk08                       |       35       | 0.013 |
|  1101 | darsh                          |       35       | 0.013 |
|  1102 | fe1ix                          |       35       | 0.013 |
|  1103 | gummi                          |       35       | 0.013 |
|  1104 | helpjack                       |       35       | 0.013 |
|  1105 | jonbrunXVX                     |       35       | 0.013 |
|  1106 | just_keller                    |       35       | 0.013 |
|  1107 | luca.fllt                      |       35       | 0.013 |
|  1108 | matito                         |       35       | 0.013 |
|  1109 | mikekm                         |       35       | 0.013 |
|  1110 | ninjanate                      |       35       | 0.013 |
|  1111 | nogoodnolan                    |       35       | 0.013 |
|  1112 | treestan                       |       35       | 0.013 |
|  1113 | walkerfairbanks                |       35       | 0.013 |
|  1114 | wrongwong                      |       35       | 0.013 |
|  1115 | zak_climbs                     |       35       | 0.013 |
|  1116 | Aishoel                        |       34       | 0.013 |
|  1117 | Alex99                         |       34       | 0.013 |
|  1118 | AlexKilterBoard                |       34       | 0.013 |
|  1119 | ArneBech                       |       34       | 0.013 |
|  1120 | Climber_X                      |       34       | 0.013 |
|  1121 | ClimbingChris98                |       34       | 0.013 |
|  1122 | FishBoy                        |       34       | 0.013 |
|  1123 | Flippieee                      |       34       | 0.013 |
|  1124 | Jaakko                         |       34       | 0.013 |
|  1125 | KruDom69                       |       34       | 0.013 |
|  1126 | Moisesmarreroayala             |       34       | 0.013 |
|  1127 | POD31                          |       34       | 0.013 |
|  1128 | River46                        |       34       | 0.013 |
|  1129 | Toupie4                        |       34       | 0.013 |
|  1130 | WesleyS                        |       34       | 0.013 |
|  1131 | alexislomas                    |       34       | 0.013 |
|  1132 | ali.milligan                   |       34       | 0.013 |
|  1133 | aliwest                        |       34       | 0.013 |
|  1134 | alookatommorow                 |       34       | 0.013 |
|  1135 | amiad1128                      |       34       | 0.013 |
|  1136 | andrewcanelos123               |       34       | 0.013 |
|  1137 | antoblock08                    |       34       | 0.013 |
|  1138 | arnlarch                       |       34       | 0.013 |
|  1139 | boulderhannes                  |       34       | 0.013 |
|  1140 | climbwestaltona                |       34       | 0.013 |
|  1141 | diegomen                       |       34       | 0.013 |
|  1142 | eliotstephens                  |       34       | 0.013 |
|  1143 | fm12345                        |       34       | 0.013 |
|  1144 | gabnado4                       |       34       | 0.013 |
|  1145 | hydn                           |       34       | 0.013 |
|  1146 | kevinlin7295                   |       34       | 0.013 |
|  1147 | kmondooo                       |       34       | 0.013 |
|  1148 | kpechera                       |       34       | 0.013 |
|  1149 | ldf45                          |       34       | 0.013 |
|  1150 | lucak0702                      |       34       | 0.013 |
|  1151 | mirmex                         |       34       | 0.013 |
|  1152 | mrice                          |       34       | 0.013 |
|  1153 | ohhaimin                       |       34       | 0.013 |
|  1154 | ozarkclimbing                  |       34       | 0.013 |
|  1155 | pravit726                      |       34       | 0.013 |
|  1156 | repus97                        |       34       | 0.013 |
|  1157 | sebastianNord                  |       34       | 0.013 |
|  1158 | shermanhonk                    |       34       | 0.013 |
|  1159 | smexyclimb                     |       34       | 0.013 |
|  1160 | stitch98                       |       34       | 0.013 |
|  1161 | summitnorman                   |       34       | 0.013 |
|  1162 | thecovebouldering              |       34       | 0.013 |
|  1163 | tj.jorgensen                   |       34       | 0.013 |
|  1164 | xmoO                           |       34       | 0.013 |
|  1165 | xxxvier                        |       34       | 0.013 |
|  1166 | Alvaro226                      |       33       | 0.012 |
|  1167 | AudenA                         |       33       | 0.012 |
|  1168 | Carles00                       |       33       | 0.012 |
|  1169 | Devz                           |       33       | 0.012 |
|  1170 | Dylan_hewins                   |       33       | 0.012 |
|  1171 | EliasGam                       |       33       | 0.012 |
|  1172 | FreshPrinceEric                |       33       | 0.012 |
|  1173 | GUkilter                       |       33       | 0.012 |
|  1174 | Jeff                           |       33       | 0.012 |
|  1175 | JoeBang101                     |       33       | 0.012 |
|  1176 | Krzysztof_Lewko                |       33       | 0.012 |
|  1177 | MadMaXXX                       |       33       | 0.012 |
|  1178 | Monni                          |       33       | 0.012 |
|  1179 | Phips                          |       33       | 0.012 |
|  1180 | RS                             |       33       | 0.012 |
|  1181 | SebastianG                     |       33       | 0.012 |
|  1182 | Struteanu                      |       33       | 0.012 |
|  1183 | ViktorS                        |       33       | 0.012 |
|  1184 | abourge                        |       33       | 0.012 |
|  1185 | appalachianboulderingcenter    |       33       | 0.012 |
|  1186 | bigdaddy                       |       33       | 0.012 |
|  1187 | bridgeraston                   |       33       | 0.012 |
|  1188 | channcy                        |       33       | 0.012 |
|  1189 | climbtrash                     |       33       | 0.012 |
|  1190 | cmarples                       |       33       | 0.012 |
|  1191 | cyrilgypsy                     |       33       | 0.012 |
|  1192 | dj0onker                       |       33       | 0.012 |
|  1193 | dylanchase22                   |       33       | 0.012 |
|  1194 | ericzecchel                    |       33       | 0.012 |
|  1195 | jackthomas107                  |       33       | 0.012 |
|  1196 | jlindfor                       |       33       | 0.012 |
|  1197 | johnnyrockit                   |       33       | 0.012 |
|  1198 | liamheyman                     |       33       | 0.012 |
|  1199 | marcoss_herr                   |       33       | 0.012 |
|  1200 | marko8                         |       33       | 0.012 |
|  1201 | michaelskagvik                 |       33       | 0.012 |
|  1202 | mitch_newman4                  |       33       | 0.012 |
|  1203 | nikclimb                       |       33       | 0.012 |
|  1204 | nino_smets                     |       33       | 0.012 |
|  1205 | oliverjthompson                |       33       | 0.012 |
|  1206 | romarywoockaxel                |       33       | 0.012 |
|  1207 | sofle                          |       33       | 0.012 |
|  1208 | squidosaurus                   |       33       | 0.012 |
|  1209 | tim12321232123                 |       33       | 0.012 |
|  1210 | 13718881250                    |       32       | 0.012 |
|  1211 | Byrons                         |       32       | 0.012 |
|  1212 | C_Rad                          |       32       | 0.012 |
|  1213 | Dakelh                         |       32       | 0.012 |
|  1214 | Eaidlin                        |       32       | 0.012 |
|  1215 | Govert                         |       32       | 0.012 |
|  1216 | Groupert                       |       32       | 0.012 |
|  1217 | Hacksaw                        |       32       | 0.012 |
|  1218 | LukasvanDrunen                 |       32       | 0.012 |
|  1219 | Major_Muffins                  |       32       | 0.012 |
|  1220 | Monk_bouldergym                |       32       | 0.012 |
|  1221 | Oofboyjeez                     |       32       | 0.012 |
|  1222 | Poerselmat                     |       32       | 0.012 |
|  1223 | alexkhazanov1                  |       32       | 0.012 |
|  1224 | beckwarke                      |       32       | 0.012 |
|  1225 | boblubar                       |       32       | 0.012 |
|  1226 | bogbean                        |       32       | 0.012 |
|  1227 | bosaonthebeat                  |       32       | 0.012 |
|  1228 | bradleyheller                  |       32       | 0.012 |
|  1229 | chaxiraxi                      |       32       | 0.012 |
|  1230 | climber_1677168025             |       32       | 0.012 |
|  1231 | climberlongboi                 |       32       | 0.012 |
|  1232 | cyrusthegreat                  |       32       | 0.012 |
|  1233 | didl12                         |       32       | 0.012 |
|  1234 | doni                           |       32       | 0.012 |
|  1235 | eric_cashman                   |       32       | 0.012 |
|  1236 | erios                          |       32       | 0.012 |
|  1237 | fabileinlein                   |       32       | 0.012 |
|  1238 | gfitz33                        |       32       | 0.012 |
|  1239 | jakripal                       |       32       | 0.012 |
|  1240 | jdassay                        |       32       | 0.012 |
|  1241 | jpcourt                        |       32       | 0.012 |
|  1242 | klimat                         |       32       | 0.012 |
|  1243 | latrokles                      |       32       | 0.012 |
|  1244 | lupretti                       |       32       | 0.012 |
|  1245 | mccormacklv                    |       32       | 0.012 |
|  1246 | miriamborgstrom                |       32       | 0.012 |
|  1247 | mochri                         |       32       | 0.012 |
|  1248 | negmil                         |       32       | 0.012 |
|  1249 | niccis69                       |       32       | 0.012 |
|  1250 | nicktaulborg                   |       32       | 0.012 |
|  1251 | nnnoonnne                      |       32       | 0.012 |
|  1252 | perolo                         |       32       | 0.012 |
|  1253 | rdorrigan                      |       32       | 0.012 |
|  1254 | rodrigo.hanada                 |       32       | 0.012 |
|  1255 | samsned                        |       32       | 0.012 |
|  1256 | scampbell890                   |       32       | 0.012 |
|  1257 | scunningham                    |       32       | 0.012 |
|  1258 | serenwyrd                      |       32       | 0.012 |
|  1259 | shiguchi1215                   |       32       | 0.012 |
|  1260 | suu                            |       32       | 0.012 |
|  1261 | v0finessee                     |       32       | 0.012 |
|  1262 | yenwayne                       |       32       | 0.012 |
|  1263 | youngbolus                     |       32       | 0.012 |
|  1264 | 9degreeslc                     |       31       | 0.011 |
|  1265 | Adihsin                        |       31       | 0.011 |
|  1266 | CocoD                          |       31       | 0.011 |
|  1267 | DannyHupp                      |       31       | 0.011 |
|  1268 | Dave_Kraftreaktor              |       31       | 0.011 |
|  1269 | Manny                          |       31       | 0.011 |
|  1270 | Rafacb                         |       31       | 0.011 |
|  1271 | Randall02                      |       31       | 0.011 |
|  1272 | RomBomb                        |       31       | 0.011 |
|  1273 | Same1                          |       31       | 0.011 |
|  1274 | Shanks                         |       31       | 0.011 |
|  1275 | UpperWalls                     |       31       | 0.011 |
|  1276 | ZachRichardsonCR               |       31       | 0.011 |
|  1277 | ahauser                        |       31       | 0.011 |
|  1278 | benapple                       |       31       | 0.011 |
|  1279 | billyward1                     |       31       | 0.011 |
|  1280 | brycencrimp                    |       31       | 0.011 |
|  1281 | chantelleziyi                  |       31       | 0.011 |
|  1282 | chaseesmith                    |       31       | 0.011 |
|  1283 | con321dude                     |       31       | 0.011 |
|  1284 | davidwise.info                 |       31       | 0.011 |
|  1285 | diegomem                       |       31       | 0.011 |
|  1286 | dr.pimpi                       |       31       | 0.011 |
|  1287 | eboone08                       |       31       | 0.011 |
|  1288 | elliotvaughanclimbs1           |       31       | 0.011 |
|  1289 | freekbekaert                   |       31       | 0.011 |
|  1290 | goliath                        |       31       | 0.011 |
|  1291 | gsmith.00                      |       31       | 0.011 |
|  1292 | happyclimbing                  |       31       | 0.011 |
|  1293 | iwatchbees                     |       31       | 0.011 |
|  1294 | jacobdavey                     |       31       | 0.011 |
|  1295 | jaksac1                        |       31       | 0.011 |
|  1296 | jawanne                        |       31       | 0.011 |
|  1297 | jensvandalen                   |       31       | 0.011 |
|  1298 | jmower                         |       31       | 0.011 |
|  1299 | johnnyutah                     |       31       | 0.011 |
|  1300 | kevinG8                        |       31       | 0.011 |
|  1301 | kyneedscoffee                  |       31       | 0.011 |
|  1302 | maxcaudle                      |       31       | 0.011 |
|  1303 | nerd.cave                      |       31       | 0.011 |
|  1304 | nsfischer                      |       31       | 0.011 |
|  1305 | sputnik.berango                |       31       | 0.011 |
|  1306 | suggy                          |       31       | 0.011 |
|  1307 | thebayniac                     |       31       | 0.011 |
|  1308 | thekenibal                     |       31       | 0.011 |
|  1309 | uncledaddy                     |       31       | 0.011 |
|  1310 | wanli                          |       31       | 0.011 |
|  1311 | wohhhddyyy                     |       31       | 0.011 |
|  1312 | zenwyattearp                   |       31       | 0.011 |
|  1313 | AceAlexander124                |       30       | 0.011 |
|  1314 | Actuator                       |       30       | 0.011 |
|  1315 | AndyGullsten                   |       30       | 0.011 |
|  1316 | Boulderkind                    |       30       | 0.011 |
|  1317 | Ddennis                        |       30       | 0.011 |
|  1318 | FRC                            |       30       | 0.011 |
|  1319 | Fangui                         |       30       | 0.011 |
|  1320 | Gaar                           |       30       | 0.011 |
|  1321 | Giselesophieaffatato           |       30       | 0.011 |
|  1322 | God                            |       30       | 0.011 |
|  1323 | Kev9Krimp                      |       30       | 0.011 |
|  1324 | Kiyoshi_Izumi                  |       30       | 0.011 |
|  1325 | Mistah_G                       |       30       | 0.011 |
|  1326 | RichCrowder                    |       30       | 0.011 |
|  1327 | Symfonim                       |       30       | 0.011 |
|  1328 | YSEOPUP                        |       30       | 0.011 |
|  1329 | Zeprux                         |       30       | 0.011 |
|  1330 | alexR69                        |       30       | 0.011 |
|  1331 | alexmh                         |       30       | 0.011 |
|  1332 | astridkeyes                    |       30       | 0.011 |
|  1333 | babyrawsauce                   |       30       | 0.011 |
|  1334 | bigjerm                        |       30       | 0.011 |
|  1335 | cheyenne                       |       30       | 0.011 |
|  1336 | chonyunchon                    |       30       | 0.011 |
|  1337 | clarasalomon                   |       30       | 0.011 |
|  1338 | dylanschuenemann11             |       30       | 0.011 |
|  1339 | flashclimbing                  |       30       | 0.011 |
|  1340 | gavinrutten                    |       30       | 0.011 |
|  1341 | gregpfister7077                |       30       | 0.011 |
|  1342 | ialbores                       |       30       | 0.011 |
|  1343 | java                           |       30       | 0.011 |
|  1344 | jonaclimb                      |       30       | 0.011 |
|  1345 | juju                           |       30       | 0.011 |
|  1346 | kennyMerx                      |       30       | 0.011 |
|  1347 | la_grimpe_man                  |       30       | 0.011 |
|  1348 | malchaslam                     |       30       | 0.011 |
|  1349 | maxence26                      |       30       | 0.011 |
|  1350 | mikeylight                     |       30       | 0.011 |
|  1351 | mtjohns8588                    |       30       | 0.011 |
|  1352 | nickwlr                        |       30       | 0.011 |
|  1353 | redbandit                      |       30       | 0.011 |
|  1354 | rock2024                       |       30       | 0.011 |
|  1355 | sesangsaran                    |       30       | 0.011 |
|  1356 | tcevanson                      |       30       | 0.011 |
|  1357 | tttc                           |       30       | 0.011 |
|  1358 | walker_climbs                  |       30       | 0.011 |
|  1359 | 000Marcel000                   |       29       | 0.011 |
|  1360 | AntonPetrow                    |       29       | 0.011 |
|  1361 | Armino                         |       29       | 0.011 |
|  1362 | Broodjenijn                    |       29       | 0.011 |
|  1363 | DboulderingHonatsugi           |       29       | 0.011 |
|  1364 | Florent                        |       29       | 0.011 |
|  1365 | IsaacNoman                     |       29       | 0.011 |
|  1366 | JarodSuxLemons                 |       29       | 0.011 |
|  1367 | Jordyclimbs                    |       29       | 0.011 |
|  1368 | Malakye                        |       29       | 0.011 |
|  1369 | Martiinelim                    |       29       | 0.011 |
|  1370 | NathanHarrowell                |       29       | 0.011 |
|  1371 | Renatoww                       |       29       | 0.011 |
|  1372 | Synkretismus                   |       29       | 0.011 |
|  1373 | Team_G1                        |       29       | 0.011 |
|  1374 | Teknogrip                      |       29       | 0.011 |
|  1375 | axelhultqvist                  |       29       | 0.011 |
|  1376 | b.roggg                        |       29       | 0.011 |
|  1377 | beepbeep                       |       29       | 0.011 |
|  1378 | blokar08                       |       29       | 0.011 |
|  1379 | bobateeth                      |       29       | 0.011 |
|  1380 | botsy                          |       29       | 0.011 |
|  1381 | boulderstation                 |       29       | 0.011 |
|  1382 | bradsends                      |       29       | 0.011 |
|  1383 | brandonbrown1125               |       29       | 0.011 |
|  1384 | buddhaBoomer                   |       29       | 0.011 |
|  1385 | calgraff                       |       29       | 0.011 |
|  1386 | ch1mp                          |       29       | 0.011 |
|  1387 | darthpooter                    |       29       | 0.011 |
|  1388 | dreamquakepress                |       29       | 0.011 |
|  1389 | edspizza7                      |       29       | 0.011 |
|  1390 | fane                           |       29       | 0.011 |
|  1391 | finngo                         |       29       | 0.011 |
|  1392 | ianjchurch                     |       29       | 0.011 |
|  1393 | itzanarchy                     |       29       | 0.011 |
|  1394 | joe.reese                      |       29       | 0.011 |
|  1395 | joelseph                       |       29       | 0.011 |
|  1396 | jonathankof                    |       29       | 0.011 |
|  1397 | katyholm                       |       29       | 0.011 |
|  1398 | kklein28                       |       29       | 0.011 |
|  1399 | linusthegoat                   |       29       | 0.011 |
|  1400 | lucasrocha78                   |       29       | 0.011 |
|  1401 | matthew_ndw                    |       29       | 0.011 |
|  1402 | michaelptrs                    |       29       | 0.011 |
|  1403 | michal1234567                  |       29       | 0.011 |
|  1404 | michelle815                    |       29       | 0.011 |
|  1405 | momomomomo9                    |       29       | 0.011 |
|  1406 | mwadsley                       |       29       | 0.011 |
|  1407 | nikephoros                     |       29       | 0.011 |
|  1408 | noellumongsud                  |       29       | 0.011 |
|  1409 | nolanwiese                     |       29       | 0.011 |
|  1410 | ph11                           |       29       | 0.011 |
|  1411 | rockstar                       |       29       | 0.011 |
|  1412 | schlino                        |       29       | 0.011 |
|  1413 | sebhurd                        |       29       | 0.011 |
|  1414 | steezyO                        |       29       | 0.011 |
|  1415 | stinkypinky                    |       29       | 0.011 |
|  1416 | tarsurion                      |       29       | 0.011 |
|  1417 | tbelly420                      |       29       | 0.011 |
|  1418 | vin.s2                         |       29       | 0.011 |
|  1419 | wax5105                        |       29       | 0.011 |
|  1420 | whale12                        |       29       | 0.011 |
|  1421 | xaver.lang                     |       29       | 0.011 |
|  1422 | yannis135                      |       29       | 0.011 |
|  1423 | AlexFrancoCC                   |       28       | 0.010 |
|  1424 | Andy2313                       |       28       | 0.010 |
|  1425 | Atrej                          |       28       | 0.010 |
|  1426 | BigPunts                       |       28       | 0.010 |
|  1427 | Bor_Do                         |       28       | 0.010 |
|  1428 | CCDog76                        |       28       | 0.010 |
|  1429 | CharlieS1103                   |       28       | 0.010 |
|  1430 | Comiskey55                     |       28       | 0.010 |
|  1431 | CooperCronk                    |       28       | 0.010 |
|  1432 | FreckleEducation               |       28       | 0.010 |
|  1433 | Jan12                          |       28       | 0.010 |
|  1434 | KPottasseril                   |       28       | 0.010 |
|  1435 | NoahJFriesen                   |       28       | 0.010 |
|  1436 | Plumbers_paradise              |       28       | 0.010 |
|  1437 | RileyHancock                   |       28       | 0.010 |
|  1438 | Scifi                          |       28       | 0.010 |
|  1439 | TeenieE                        |       28       | 0.010 |
|  1440 | ahansen0329                    |       28       | 0.010 |
|  1441 | alevinval                      |       28       | 0.010 |
|  1442 | asalomon                       |       28       | 0.010 |
|  1443 | austinbreunig                  |       28       | 0.010 |
|  1444 | bashthefash                    |       28       | 0.010 |
|  1445 | benconner                      |       28       | 0.010 |
|  1446 | bodhiboetzkes                  |       28       | 0.010 |
|  1447 | chanos123                      |       28       | 0.010 |
|  1448 | dgharding                      |       28       | 0.010 |
|  1449 | enil_vb                        |       28       | 0.010 |
|  1450 | grantk                         |       28       | 0.010 |
|  1451 | henneboulders                  |       28       | 0.010 |
|  1452 | jackwhitehead04                |       28       | 0.010 |
|  1453 | jak3                           |       28       | 0.010 |
|  1454 | jerryv                         |       28       | 0.010 |
|  1455 | jordanclimbsv0                 |       28       | 0.010 |
|  1456 | jpeaker                        |       28       | 0.010 |
|  1457 | kpereira399                    |       28       | 0.010 |
|  1458 | kylerowe                       |       28       | 0.010 |
|  1459 | louissimon                     |       28       | 0.010 |
|  1460 | petecase                       |       28       | 0.010 |
|  1461 | ppurney                        |       28       | 0.010 |
|  1462 | sambailey                      |       28       | 0.010 |
|  1463 | sambayers                      |       28       | 0.010 |
|  1464 | sirlazylot                     |       28       | 0.010 |
|  1465 | tomona                         |       28       | 0.010 |
|  1466 | tsschubert                     |       28       | 0.010 |
|  1467 | walterfury                     |       28       | 0.010 |
|  1468 | willfusa                       |       28       | 0.010 |
|  1469 | Barbrobeta                     |       27       | 0.010 |
|  1470 | Batmanateeee                   |       27       | 0.010 |
|  1471 | DAS                            |       27       | 0.010 |
|  1472 | Frikiloki                      |       27       | 0.010 |
|  1473 | GustheClimbingBus              |       27       | 0.010 |
|  1474 | IsaacHoffmeister               |       27       | 0.010 |
|  1475 | KAtammisto                     |       27       | 0.010 |
|  1476 | KCT                            |       27       | 0.010 |
|  1477 | KvO94                          |       27       | 0.010 |
|  1478 | L_Kilter                       |       27       | 0.010 |
|  1479 | LucasMV96                      |       27       | 0.010 |
|  1480 | Manu_rvaz                      |       27       | 0.010 |
|  1481 | Morheim                        |       27       | 0.010 |
|  1482 | NellDell                       |       27       | 0.010 |
|  1483 | RCFBlake                       |       27       | 0.010 |
|  1484 | String_of_Hearts               |       27       | 0.010 |
|  1485 | Tarantimo                      |       27       | 0.010 |
|  1486 | TheZenBear                     |       27       | 0.010 |
|  1487 | TomJim                         |       27       | 0.010 |
|  1488 | TylerLee54                     |       27       | 0.010 |
|  1489 | Whytex                         |       27       | 0.010 |
|  1490 | Ymer                           |       27       | 0.010 |
|  1491 | batzadam                       |       27       | 0.010 |
|  1492 | berndoman                      |       27       | 0.010 |
|  1493 | bobdjango                      |       27       | 0.010 |
|  1494 | brunosure                      |       27       | 0.010 |
|  1495 | bwolding                       |       27       | 0.010 |
|  1496 | climbhard88                    |       27       | 0.010 |
|  1497 | dylanismeiamdylan              |       27       | 0.010 |
|  1498 | eric_e95                       |       27       | 0.010 |
|  1499 | esgehteingeistum               |       27       | 0.010 |
|  1500 | felix0815                      |       27       | 0.010 |
|  1501 | finn1                          |       27       | 0.010 |
|  1502 | georgejhack                    |       27       | 0.010 |
|  1503 | geukjonseok                    |       27       | 0.010 |
|  1504 | gumbyman                       |       27       | 0.010 |
|  1505 | hank.the.tank                  |       27       | 0.010 |
|  1506 | hi5buddy                       |       27       | 0.010 |
|  1507 | howtomountaingoat              |       27       | 0.010 |
|  1508 | ikey                           |       27       | 0.010 |
|  1509 | jakeclimbs                     |       27       | 0.010 |
|  1510 | jakemillener                   |       27       | 0.010 |
|  1511 | janiboy                        |       27       | 0.010 |
|  1512 | jhada                          |       27       | 0.010 |
|  1513 | k.baker.k                      |       27       | 0.010 |
|  1514 | kandersphoto                   |       27       | 0.010 |
|  1515 | kaz_360                        |       27       | 0.010 |
|  1516 | kilter70                       |       27       | 0.010 |
|  1517 | kinesiologue.guillaume         |       27       | 0.010 |
|  1518 | kklein                         |       27       | 0.010 |
|  1519 | kurt_                          |       27       | 0.010 |
|  1520 | mihailo124                     |       27       | 0.010 |
|  1521 | notnphone                      |       27       | 0.010 |
|  1522 | nwilliams                      |       27       | 0.010 |
|  1523 | peaches                        |       27       | 0.010 |
|  1524 | peleg_konforty                 |       27       | 0.010 |
|  1525 | phineasmith                    |       27       | 0.010 |
|  1526 | sandalsboy                     |       27       | 0.010 |
|  1527 | sandpipe                       |       27       | 0.010 |
|  1528 | sdurkin01                      |       27       | 0.010 |
|  1529 | sputnik1                       |       27       | 0.010 |
|  1530 | tedious                        |       27       | 0.010 |
|  1531 | travelincat                    |       27       | 0.010 |
