+-------+--------------------------------+----------------+-------+
|   #   | User Name                      | Boulder/routes |   %   |
| 40945 | julianthors                    |       1        | 0.000 |
| 40946 | juliaperconti                  |       1        | 0.000 |
| 40947 | juliareuterhagen               |       1        | 0.000 |
| 40948 | juliasantacroce                |       1        | 0.000 |
| 40949 | julie.asselin                  |       1        | 0.000 |
| 40950 | julie_han2                     |       1        | 0.000 |
| 40951 | juliedraper                    |       1        | 0.000 |
| 40952 | julieghizzoni                  |       1        | 0.000 |
| 40953 | juliegsivertsen                |       1        | 0.000 |
| 40954 | julieherreds                   |       1        | 0.000 |
| 40955 | juliekim                       |       1        | 0.000 |
| 40956 | julienfedou                    |       1        | 0.000 |
| 40957 | julienfoss                     |       1        | 0.000 |
| 40958 | julienperronlongpre            |       1        | 0.000 |
| 40959 | julietg123                     |       1        | 0.000 |
| 40960 | julietgrillot                  |       1        | 0.000 |
| 40961 | julietkm                       |       1        | 0.000 |
| 40962 | julietteswoboda                |       1        | 0.000 |
| 40963 | juliev                         |       1        | 0.000 |
| 40964 | julio123                       |       1        | 0.000 |
| 40965 | juliocheeseman                 |       1        | 0.000 |
| 40966 | julioniles                     |       1        | 0.000 |
| 40967 | juljul                         |       1        | 0.000 |
| 40968 | julz98                         |       1        | 0.000 |
| 40969 | jumpy_mcjumpface               |       1        | 0.000 |
| 40970 | junchan                        |       1        | 0.000 |
| 40971 | june0415                       |       1        | 0.000 |
| 40972 | juneautop                      |       1        | 0.000 |
| 40973 | juniorpieloch                  |       1        | 0.000 |
| 40974 | junken559                      |       1        | 0.000 |
| 40975 | junki                          |       1        | 0.000 |
| 40976 | junran                         |       1        | 0.000 |
| 40977 | junxi                          |       1        | 0.000 |
| 40978 | junyhk                         |       1        | 0.000 |
| 40979 | jupe_pelaa96                   |       1        | 0.000 |
| 40980 | juriwi                         |       1        | 0.000 |
| 40981 | jursty                         |       1        | 0.000 |
| 40982 | jusdarcenas                    |       1        | 0.000 |
| 40983 | just_smyth                     |       1        | 0.000 |
| 40984 | justaddsam                     |       1        | 0.000 |
| 40985 | justalittlebitfluffy           |       1        | 0.000 |
| 40986 | justamanwithnoplan             |       1        | 0.000 |
| 40987 | justclimb546                   |       1        | 0.000 |
| 40988 | justclimbhigher                |       1        | 0.000 |
| 40989 | justeeeeen                     |       1        | 0.000 |
| 40990 | justiceboy100                  |       1        | 0.000 |
| 40991 | justincase                     |       1        | 0.000 |
| 40992 | justineRL                      |       1        | 0.000 |
| 40993 | justineoliva                   |       1        | 0.000 |
| 40994 | justinesugay                   |       1        | 0.000 |
| 40995 | justinhymer                    |       1        | 0.000 |
| 40996 | justink15                      |       1        | 0.000 |
| 40997 | justinkase                     |       1        | 0.000 |
| 40998 | justinlbarker                  |       1        | 0.000 |
| 40999 | justinn                        |       1        | 0.000 |
| 41000 | justinsmestad1                 |       1        | 0.000 |
| 41001 | justinsteinberg                |       1        | 0.000 |
| 41002 | justinsweeney                  |       1        | 0.000 |
| 41003 | justinwild                     |       1        | 0.000 |
| 41004 | justinwinn                     |       1        | 0.000 |
| 41005 | justinwotherspoon              |       1        | 0.000 |
| 41006 | justissdad                     |       1        | 0.000 |
| 41007 | justriley                      |       1        | 0.000 |
| 41008 | justt_chillin1                 |       1        | 0.000 |
| 41009 | justwest                       |       1        | 0.000 |
| 41010 | justyn23                       |       1        | 0.000 |
| 41011 | juuuu                          |       1        | 0.000 |
| 41012 | juwu                           |       1        | 0.000 |
| 41013 | juxus                          |       1        | 0.000 |
| 41014 | juzdLuis                       |       1        | 0.000 |
| 41015 | jvascolopes                    |       1        | 0.000 |
| 41016 | jvchgshdvss                    |       1        | 0.000 |
| 41017 | jvdlaan                        |       1        | 0.000 |
| 41018 | jvjvjvjv                       |       1        | 0.000 |
| 41019 | jvw                            |       1        | 0.000 |
| 41020 | jwaldrup                       |       1        | 0.000 |
| 41021 | jwalker160930                  |       1        | 0.000 |
| 41022 | jward                          |       1        | 0.000 |
| 41023 | jwbentle                       |       1        | 0.000 |
| 41024 | jwdafoe                        |       1        | 0.000 |
| 41025 | jwelting2                      |       1        | 0.000 |
| 41026 | jwildeman816                   |       1        | 0.000 |
| 41027 | jwoo92                         |       1        | 0.000 |
| 41028 | jwood435                       |       1        | 0.000 |
| 41029 | jwoodgate                      |       1        | 0.000 |
| 41030 | jwoods                         |       1        | 0.000 |
| 41031 | jxjdhdb                        |       1        | 0.000 |
| 41032 | jy2tong                        |       1        | 0.000 |
| 41033 | jyclimbs                       |       1        | 0.000 |
| 41034 | jyeam20                        |       1        | 0.000 |
| 41035 | jylo                           |       1        | 0.000 |
| 41036 | jzchua                         |       1        | 0.000 |
| 41037 | jzim98                         |       1        | 0.000 |
| 41038 | k.squared                      |       1        | 0.000 |
| 41039 | k0ndaconfused                  |       1        | 0.000 |
| 41040 | k155l355                       |       1        | 0.000 |
| 41041 | k24                            |       1        | 0.000 |
| 41042 | k52004                         |       1        | 0.000 |
| 41043 | k8                             |       1        | 0.000 |
| 41044 | k8bbb                          |       1        | 0.000 |
| 41045 | k8lyn                          |       1        | 0.000 |
| 41046 | k_chu24                        |       1        | 0.000 |
| 41047 | k_danelle                      |       1        | 0.000 |
| 41048 | ka.de                          |       1        | 0.000 |
| 41049 | kaasio                         |       1        | 0.000 |
| 41050 | kabead07                       |       1        | 0.000 |
| 41051 | kaboyle                        |       1        | 0.000 |
| 41052 | kachelb                        |       1        | 0.000 |
| 41053 | kacperwrob1                    |       1        | 0.000 |
| 41054 | kacymumaw                      |       1        | 0.000 |
| 41055 | kaden_larsen                   |       1        | 0.000 |
| 41056 | kadenhennessey                 |       1        | 0.000 |
| 41057 | kaetan                         |       1        | 0.000 |
| 41058 | kaffeeundcrimps                |       1        | 0.000 |
| 41059 | kaffekjerringa                 |       1        | 0.000 |
| 41060 | kafli1                         |       1        | 0.000 |
| 41061 | kagala1                        |       1        | 0.000 |
| 41062 | kagosia                        |       1        | 0.000 |
| 41063 | kahaaga                        |       1        | 0.000 |
| 41064 | kahfai_wng                     |       1        | 0.000 |
| 41065 | kai.josef                      |       1        | 0.000 |
| 41066 | kai1452                        |       1        | 0.000 |
| 41067 | kai4cats                       |       1        | 0.000 |
| 41068 | kaiergin                       |       1        | 0.000 |
| 41069 | kaikai                         |       1        | 0.000 |
| 41070 | kaikoopman                     |       1        | 0.000 |
| 41071 | kaila                          |       1        | 0.000 |
| 41072 | kaileycano                     |       1        | 0.000 |
| 41073 | kailienicole                   |       1        | 0.000 |
| 41074 | kailuasendr                    |       1        | 0.000 |
| 41075 | kainoamyers                    |       1        | 0.000 |
| 41076 | kaiser17632                    |       1        | 0.000 |
| 41077 | kaisteww                       |       1        | 0.000 |
| 41078 | kaistruve                      |       1        | 0.000 |
| 41079 | kaisull                        |       1        | 0.000 |
| 41080 | kaitfriday                     |       1        | 0.000 |
| 41081 | kaitko                         |       1        | 0.000 |
| 41082 | kaitlynhowlett                 |       1        | 0.000 |
| 41083 | kaittattoos                    |       1        | 0.000 |
| 41084 | kaiwasher                      |       1        | 0.000 |
| 41085 | kaiyuan                        |       1        | 0.000 |
| 41086 | kajabee                        |       1        | 0.000 |
| 41087 | kajusia                        |       1        | 0.000 |
| 41088 | kakaka                         |       1        | 0.000 |
| 41089 | kakarot69                      |       1        | 0.000 |
| 41090 | kakei                          |       1        | 0.000 |
| 41091 | kala_                          |       1        | 0.000 |
| 41092 | kaldahl                        |       1        | 0.000 |
| 41093 | kaldude                        |       1        | 0.000 |
| 41094 | kaleb12345                     |       1        | 0.000 |
| 41095 | kaleb_stockman                 |       1        | 0.000 |
| 41096 | kalhuss                        |       1        | 0.000 |
| 41097 | kallef3nee                     |       1        | 0.000 |
| 41098 | kallikbear                     |       1        | 0.000 |
| 41099 | kallinti                       |       1        | 0.000 |
| 41100 | kalmahz                        |       1        | 0.000 |
| 41101 | kalmar                         |       1        | 0.000 |
| 41102 | kalmutzki                      |       1        | 0.000 |
| 41103 | kaltor                         |       1        | 0.000 |
| 41104 | kamala                         |       1        | 0.000 |
| 41105 | kamalzam                       |       1        | 0.000 |
| 41106 | kamielmets                     |       1        | 0.000 |
| 41107 | kamilcabir                     |       1        | 0.000 |
| 41108 | kamilcebula                    |       1        | 0.000 |
| 41109 | kamilogorek                    |       1        | 0.000 |
| 41110 | kammisam                       |       1        | 0.000 |
| 41111 | kampmannelvis                  |       1        | 0.000 |
| 41112 | kamranWaller                   |       1        | 0.000 |
| 41113 | kanakohorii                    |       1        | 0.000 |
| 41114 | kananaios                      |       1        | 0.000 |
| 41115 | kangaa                         |       1        | 0.000 |
| 41116 | kaniebe                        |       1        | 0.000 |
| 41117 | kankledpanda                   |       1        | 0.000 |
| 41118 | kante_climb                    |       1        | 0.000 |
| 41119 | karagloe                       |       1        | 0.000 |
| 41120 | karans3752                     |       1        | 0.000 |
| 41121 | karencemelich902               |       1        | 0.000 |
| 41122 | karinabean                     |       1        | 0.000 |
| 41123 | karinablocker                  |       1        | 0.000 |
| 41124 | karinapar                      |       1        | 0.000 |
| 41125 | karishall                      |       1        | 0.000 |
| 41126 | kariskate                      |       1        | 0.000 |
| 41127 | karistubbert                   |       1        | 0.000 |
| 41128 | karl_318                       |       1        | 0.000 |
| 41129 | karlamariesmith                |       1        | 0.000 |
| 41130 | karleeandrews                  |       1        | 0.000 |
| 41131 | karlina15                      |       1        | 0.000 |
| 41132 | karlk152                       |       1        | 0.000 |
| 41133 | karlkarl331                    |       1        | 0.000 |
| 41134 | karlsen_enga                   |       1        | 0.000 |
| 41135 | karly48                        |       1        | 0.000 |
| 41136 | karlynull                      |       1        | 0.000 |
| 41137 | karma8a                        |       1        | 0.000 |
| 41138 | karmabjitch                    |       1        | 0.000 |
| 41139 | karolinamilc                   |       1        | 0.000 |
| 41140 | karolinejuv                    |       1        | 0.000 |
| 41141 | karolineskarv                  |       1        | 0.000 |
| 41142 | karot.luedt                    |       1        | 0.000 |
| 41143 | karotenpower                   |       1        | 0.000 |
| 41144 | karsonl                        |       1        | 0.000 |
| 41145 | karstenrogstad                 |       1        | 0.000 |
| 41146 | karter                         |       1        | 0.000 |
| 41147 | karterhamilton                 |       1        | 0.000 |
| 41148 | kasiarzyna                     |       1        | 0.000 |
| 41149 | kasper7373627                  |       1        | 0.000 |
| 41150 | kasper_haaning                 |       1        | 0.000 |
| 41151 | kasperbendtsen                 |       1        | 0.000 |
| 41152 | kassamkhoja                    |       1        | 0.000 |
| 41153 | kassinova                      |       1        | 0.000 |
| 41154 | kasui                          |       1        | 0.000 |
| 41155 | kat.r_s                        |       1        | 0.000 |
| 41156 | kat_climbing                   |       1        | 0.000 |
| 41157 | kataneco02                     |       1        | 0.000 |
| 41158 | katclimbs                      |       1        | 0.000 |
| 41159 | kate.14n                       |       1        | 0.000 |
| 41160 | kate_kart                      |       1        | 0.000 |
| 41161 | kateandkona                    |       1        | 0.000 |
| 41162 | katebarnes                     |       1        | 0.000 |
| 41163 | katediedrick                   |       1        | 0.000 |
| 41164 | katedz1306                     |       1        | 0.000 |
| 41165 | katehuseby                     |       1        | 0.000 |
| 41166 | katemix                        |       1        | 0.000 |
| 41167 | kates_hub                      |       1        | 0.000 |
| 41168 | katev                          |       1        | 0.000 |
| 41169 | katharinaschremmer             |       1        | 0.000 |
| 41170 | katherine                      |       1        | 0.000 |
| 41171 | katherineku                    |       1        | 0.000 |
| 41172 | kathi2901                      |       1        | 0.000 |
| 41173 | kathia                         |       1        | 0.000 |
| 41174 | kathihaimerl                   |       1        | 0.000 |
| 41175 | kathii                         |       1        | 0.000 |
| 41176 | kati                           |       1        | 0.000 |
| 41177 | katie                          |       1        | 0.000 |
| 41178 | katieferguson18                |       1        | 0.000 |
| 41179 | katiek443                      |       1        | 0.000 |
| 41180 | katiekatie                     |       1        | 0.000 |
| 41181 | katiempg                       |       1        | 0.000 |
| 41182 | katiemurray1                   |       1        | 0.000 |
| 41183 | katinkap                       |       1        | 0.000 |
| 41184 | katjakdoslnsbs                 |       1        | 0.000 |
| 41185 | katjaundhanna                  |       1        | 0.000 |
| 41186 | katkat8                        |       1        | 0.000 |
| 41187 | kato05                         |       1        | 0.000 |
| 41188 | katou02                        |       1        | 0.000 |
| 41189 | katoui                         |       1        | 0.000 |
| 41190 | katrina.mcginty42              |       1        | 0.000 |
| 41191 | katsumakyle                    |       1        | 0.000 |
| 41192 | kattie                         |       1        | 0.000 |
| 41193 | kattungen                      |       1        | 0.000 |
| 41194 | katyabrockmann                 |       1        | 0.000 |
| 41195 | katyaclimbs7                   |       1        | 0.000 |
| 41196 | katyataylor5                   |       1        | 0.000 |
| 41197 | katyb                          |       1        | 0.000 |
| 41198 | katzenputzen                   |       1        | 0.000 |
| 41199 | kaulluca                       |       1        | 0.000 |
| 41200 | kavanw                         |       1        | 0.000 |
| 41201 | kaxmilks                       |       1        | 0.000 |
| 41202 | kay.climbs                     |       1        | 0.000 |
| 41203 | kayaegan                       |       1        | 0.000 |
| 41204 | kayajack004                    |       1        | 0.000 |
| 41205 | kayak2222                      |       1        | 0.000 |
| 41206 | kayaker4lifee                  |       1        | 0.000 |
| 41207 | kayakthecat                    |       1        | 0.000 |
| 41208 | kaycetron                      |       1        | 0.000 |
| 41209 | kaydenlovesbiscuits            |       1        | 0.000 |
| 41210 | kaykay38                       |       1        | 0.000 |
| 41211 | kayla_sandusky                 |       1        | 0.000 |
| 41212 | kaylahancey88                  |       1        | 0.000 |
| 41213 | kaylapendleton                 |       1        | 0.000 |
| 41214 | kaylee.endepoel                |       1        | 0.000 |
| 41215 | kayliatremblay                 |       1        | 0.000 |
| 41216 | kaylie                         |       1        | 0.000 |
| 41217 | kayra_norris                   |       1        | 0.000 |
| 41218 | kaysom                         |       1        | 0.000 |
| 41219 | kbates                         |       1        | 0.000 |
| 41220 | kbee239                        |       1        | 0.000 |
| 41221 | kbjerke                        |       1        | 0.000 |
| 41222 | kbradford                      |       1        | 0.000 |
| 41223 | kbrock                         |       1        | 0.000 |
| 41224 | kbuglove21                     |       1        | 0.000 |
| 41225 | kcan                           |       1        | 0.000 |
| 41226 | kchaase                        |       1        | 0.000 |
| 41227 | kcheaven5                      |       1        | 0.000 |
| 41228 | kchoe                          |       1        | 0.000 |
| 41229 | kclimbs514                     |       1        | 0.000 |
| 41230 | kcole2004                      |       1        | 0.000 |
| 41231 | kcoller23                      |       1        | 0.000 |
| 41232 | kcruick                        |       1        | 0.000 |
| 41233 | kcuellar                       |       1        | 0.000 |
| 41234 | kczrh                          |       1        | 0.000 |
| 41235 | kdcannon714                    |       1        | 0.000 |
| 41236 | kdepalo                        |       1        | 0.000 |
| 41237 | kdrgst                         |       1        | 0.000 |
| 41238 | kdro                           |       1        | 0.000 |
| 41239 | kdrombo                        |       1        | 0.000 |
| 41240 | keagan28                       |       1        | 0.000 |
| 41241 | keallg                         |       1        | 0.000 |
| 41242 | keanshern                      |       1        | 0.000 |
| 41243 | keanu.green33                  |       1        | 0.000 |
| 41244 | keanusavas                     |       1        | 0.000 |
| 41245 | kedipark                       |       1        | 0.000 |
| 41246 | keeicmoore                     |       1        | 0.000 |
| 41247 | keenhao                        |       1        | 0.000 |
| 41248 | keeter                         |       1        | 0.000 |
| 41249 | keeystone                      |       1        | 0.000 |
| 41250 | keheb2                         |       1        | 0.000 |
| 41251 | keiko.13                       |       1        | 0.000 |
| 41252 | keithh                         |       1        | 0.000 |
| 41253 | keithwongg                     |       1        | 0.000 |
| 41254 | kek                            |       1        | 0.000 |
| 41255 | keko                           |       1        | 0.000 |
| 41256 | kekoolivier                    |       1        | 0.000 |
| 41257 | kel1989                        |       1        | 0.000 |
| 41258 | kellantleavitt                 |       1        | 0.000 |
| 41259 | kellbi                         |       1        | 0.000 |
| 41260 | kellen                         |       1        | 0.000 |
| 41261 | kellerbeers                    |       1        | 0.000 |
| 41262 | kellvxn                        |       1        | 0.000 |
| 41263 | kelly891w                      |       1        | 0.000 |
| 41264 | kellycroberts4                 |       1        | 0.000 |
| 41265 | kelsea                         |       1        | 0.000 |
| 41266 | kelseamac                      |       1        | 0.000 |
| 41267 | kelwynnn                       |       1        | 0.000 |
| 41268 | kemin                          |       1        | 0.000 |
| 41269 | kemper                         |       1        | 0.000 |
| 41270 | kemper1101                     |       1        | 0.000 |
| 41271 | ken.reimer                     |       1        | 0.000 |
| 41272 | ken1716                        |       1        | 0.000 |
| 41273 | kendallmoglia                  |       1        | 0.000 |
| 41274 | keneke                         |       1        | 0.000 |
| 41275 | kenjotron                      |       1        | 0.000 |
| 41276 | kenmats                        |       1        | 0.000 |
| 41277 | kennadyowens                   |       1        | 0.000 |
| 41278 | kennedyshear                   |       1        | 0.000 |
| 41279 | kenneth11.7                    |       1        | 0.000 |
| 41280 | kennykrimps                    |       1        | 0.000 |
| 41281 | kennylea                       |       1        | 0.000 |
| 41282 | kensander                      |       1        | 0.000 |
| 41283 | kentalunch                     |       1        | 0.000 |
| 41284 | kentdaniel                     |       1        | 0.000 |
| 41285 | kenyarichard                   |       1        | 0.000 |
| 41286 | kenzie.ewing                   |       1        | 0.000 |
| 41287 | kenzofuka                      |       1        | 0.000 |
| 41288 | kenzoodle                      |       1        | 0.000 |
| 41289 | kerplunc                       |       1        | 0.000 |
| 41290 | kerrishrestha                  |       1        | 0.000 |
| 41291 | kerryx                         |       1        | 0.000 |
| 41292 | kerstin1020                    |       1        | 0.000 |
| 41293 | kess_sop                       |       1        | 0.000 |
| 41294 | ketilstenhammer                |       1        | 0.000 |
| 41295 | ketio020220                    |       1        | 0.000 |
| 41296 | kev562                         |       1        | 0.000 |
| 41297 | kevcow                         |       1        | 0.000 |
| 41298 | kevenstao                      |       1        | 0.000 |
| 41299 | kevin.saputra                  |       1        | 0.000 |
| 41300 | kevin.vinall                   |       1        | 0.000 |
| 41301 | kevin80215                     |       1        | 0.000 |
| 41302 | kevin_dk                       |       1        | 0.000 |
| 41303 | kevinacons                     |       1        | 0.000 |
| 41304 | kevinbulle                     |       1        | 0.000 |
| 41305 | kevinconseil                   |       1        | 0.000 |
| 41306 | kevindennis07                  |       1        | 0.000 |
| 41307 | kevineliejoseph                |       1        | 0.000 |
| 41308 | kevinfinucane                  |       1        | 0.000 |
| 41309 | kevinjsmif                     |       1        | 0.000 |
| 41310 | kevinlu                        |       1        | 0.000 |
| 41311 | kevinokeefe89                  |       1        | 0.000 |
| 41312 | kevintseng2000                 |       1        | 0.000 |
| 41313 | kevinxkas                      |       1        | 0.000 |
| 41314 | kevlar0                        |       1        | 0.000 |
| 41315 | kevpet                         |       1        | 0.000 |
| 41316 | kewner                         |       1        | 0.000 |
| 41317 | keyRAM                         |       1        | 0.000 |
| 41318 | keyboard                       |       1        | 0.000 |
| 41319 | keyeknik                       |       1        | 0.000 |
| 41320 | keykeyscales                   |       1        | 0.000 |
| 41321 | keys                           |       1        | 0.000 |
| 41322 | kezia                          |       1        | 0.000 |
| 41323 | kezza123                       |       1        | 0.000 |
| 41324 | kflorimo                       |       1        | 0.000 |
| 41325 | kglidden                       |       1        | 0.000 |
| 41326 | kgomez24                       |       1        | 0.000 |
| 41327 | kh2022                         |       1        | 0.000 |
| 41328 | khaetzki                       |       1        | 0.000 |
| 41329 | khanniball                     |       1        | 0.000 |
| 41330 | khanson                        |       1        | 0.000 |
| 41331 | khara                          |       1        | 0.000 |
| 41332 | khatfield137                   |       1        | 0.000 |
| 41333 | khchewy                        |       1        | 0.000 |
| 41334 | khebhekh                       |       1        | 0.000 |
| 41335 | khev                           |       1        | 0.000 |
| 41336 | khoa                           |       1        | 0.000 |
| 41337 | khoale                         |       1        | 0.000 |
| 41338 | khrazb                         |       1        | 0.000 |
| 41339 | khuang819                      |       1        | 0.000 |
| 41340 | khum                           |       1        | 0.000 |
| 41341 | khyeaz                         |       1        | 0.000 |
| 41342 | kian123kian                    |       1        | 0.000 |
| 41343 | kianc_                         |       1        | 0.000 |
| 41344 | kiaram                         |       1        | 0.000 |
| 41345 | kickdakran                     |       1        | 0.000 |
| 41346 | kidalex89                      |       1        | 0.000 |
| 41347 | kidcaro5                       |       1        | 0.000 |
| 41348 | kidkrule                       |       1        | 0.000 |
| 41349 | kidneylessrat                  |       1        | 0.000 |
| 41350 | kielek                         |       1        | 0.000 |
| 41351 | kienlam                        |       1        | 0.000 |
| 41352 | kieran.hadley                  |       1        | 0.000 |
| 41353 | kieran.pang26                  |       1        | 0.000 |
| 41354 | kieranhadley                   |       1        | 0.000 |
| 41355 | kijimithe                      |       1        | 0.000 |
| 41356 | kijmoshi                       |       1        | 0.000 |
| 41357 | kikado                         |       1        | 0.000 |
| 41358 | kike88                         |       1        | 0.000 |
| 41359 | kiki000                        |       1        | 0.000 |
| 41360 | kiki_kilter                    |       1        | 0.000 |
| 41361 | kikilevrai79                   |       1        | 0.000 |
| 41362 | kikimon                        |       1        | 0.000 |
| 41363 | kikobox81                      |       1        | 0.000 |
| 41364 | kikopierce                     |       1        | 0.000 |
| 41365 | kilian4488                     |       1        | 0.000 |
| 41366 | kiliclimb                      |       1        | 0.000 |
| 41367 | kilifish                       |       1        | 0.000 |
| 41368 | kill                           |       1        | 0.000 |
| 41369 | kill_06                        |       1        | 0.000 |
| 41370 | killagraham                    |       1        | 0.000 |
| 41371 | killermo                       |       1        | 0.000 |
| 41372 | killianWongYaw                 |       1        | 0.000 |
| 41373 | killlter                       |       1        | 0.000 |
| 41374 | killux                         |       1        | 0.000 |
| 41375 | kilotango2503                  |       1        | 0.000 |
| 41376 | kilroywashere1993              |       1        | 0.000 |
| 41377 | kilter90                       |       1        | 0.000 |
| 41378 | kilter_lab                     |       1        | 0.000 |
| 41379 | kilter_user                    |       1        | 0.000 |
| 41380 | kilterbastille                 |       1        | 0.000 |
| 41381 | kilterboardjosh                |       1        | 0.000 |
| 41382 | kilterboardtoeasy              |       1        | 0.000 |
| 41383 | kilterboy11                    |       1        | 0.000 |
| 41384 | kilterboyz1                    |       1        | 0.000 |
| 41385 | kilterclimber5                 |       1        | 0.000 |
| 41386 | kiltercrusher12                |       1        | 0.000 |
| 41387 | kiltercupcake                  |       1        | 0.000 |
| 41388 | kilterdoudou                   |       1        | 0.000 |
| 41389 | kilterguestazerty              |       1        | 0.000 |
| 41390 | kilterhamster                  |       1        | 0.000 |
| 41391 | kilteric                       |       1        | 0.000 |
| 41392 | kilterinstruction              |       1        | 0.000 |
| 41393 | kilterkev                      |       1        | 0.000 |
| 41394 | kilterman                      |       1        | 0.000 |
| 41395 | kiltermaster1                  |       1        | 0.000 |
| 41396 | kilterpiperboard               |       1        | 0.000 |
| 41397 | kilteruser                     |       1        | 0.000 |
| 41398 | kilttimies                     |       1        | 0.000 |
| 41399 | kim_werksma                    |       1        | 0.000 |
| 41400 | kimberger                      |       1        | 0.000 |
| 41401 | kimberleya                     |       1        | 0.000 |
| 41402 | kimberly27                     |       1        | 0.000 |
| 41403 | kimbooly                       |       1        | 0.000 |
| 41404 | kimchizzle                     |       1        | 0.000 |
| 41405 | kimedien                       |       1        | 0.000 |
| 41406 | kimgun                         |       1        | 0.000 |
| 41407 | kiminwook                      |       1        | 0.000 |
| 41408 | kimjeonghoe                    |       1        | 0.000 |
| 41409 | kimjus                         |       1        | 0.000 |
| 41410 | kimk                           |       1        | 0.000 |
| 41411 | kimkiwon                       |       1        | 0.000 |
| 41412 | kimmy_ngo                      |       1        | 0.000 |
| 41413 | kimp24                         |       1        | 0.000 |
| 41414 | kimray                         |       1        | 0.000 |
| 41415 | kinfo33                        |       1        | 0.000 |
| 41416 | king2385                       |       1        | 0.000 |
| 41417 | kingaa234                      |       1        | 0.000 |
| 41418 | kingcolliwog                   |       1        | 0.000 |
| 41419 | kingkelson                     |       1        | 0.000 |
| 41420 | kingkongsugar                  |       1        | 0.000 |
| 41421 | kinglangbang                   |       1        | 0.000 |
| 41422 | kingmarcusthelastrn            |       1        | 0.000 |
| 41423 | kingsawyer                     |       1        | 0.000 |
| 41424 | kingubs                        |       1        | 0.000 |
| 41425 | kinimod                        |       1        | 0.000 |
| 41426 | kinnavanheijgen                |       1        | 0.000 |
| 41427 | kiopo                          |       1        | 0.000 |
| 41428 | kip420                         |       1        | 0.000 |
| 41429 | kipclimbing                    |       1        | 0.000 |
| 41430 | kipkap                         |       1        | 0.000 |
| 41431 | kirabloom                      |       1        | 0.000 |
| 41432 | kirak2                         |       1        | 0.000 |
| 41433 | kirap                          |       1        | 0.000 |
| 41434 | kirchnerj                      |       1        | 0.000 |
| 41435 | kirilionok                     |       1        | 0.000 |
| 41436 | kirksmirk                      |       1        | 0.000 |
| 41437 | kirkwaters                     |       1        | 0.000 |
| 41438 | kirstennoellew                 |       1        | 0.000 |
| 41439 | kirstiesparks                  |       1        | 0.000 |
| 41440 | kiser                          |       1        | 0.000 |
| 41441 | kisobel                        |       1        | 0.000 |
| 41442 | kitler                         |       1        | 0.000 |
| 41443 | kitsune_sends                  |       1        | 0.000 |
| 41444 | kittlebittle                   |       1        | 0.000 |
| 41445 | kittypoo                       |       1        | 0.000 |
| 41446 | kitz                           |       1        | 0.000 |
| 41447 | kivevictor03                   |       1        | 0.000 |
| 41448 | kixters                        |       1        | 0.000 |
| 41449 | kizza_ko                       |       1        | 0.000 |
| 41450 | kjakalars                      |       1        | 0.000 |
| 41451 | kjbturner                      |       1        | 0.000 |
| 41452 | kjellruben                     |       1        | 0.000 |
| 41453 | kjgriff                        |       1        | 0.000 |
| 41454 | kjhall                         |       1        | 0.000 |
| 41455 | kkclimbz                       |       1        | 0.000 |
| 41456 | kkeitel                        |       1        | 0.000 |
| 41457 | kkerenzaa                      |       1        | 0.000 |
| 41458 | kkinsl                         |       1        | 0.000 |
| 41459 | kkt199                         |       1        | 0.000 |
| 41460 | klamaste                       |       1        | 0.000 |
| 41461 | klara_black                    |       1        | 0.000 |
| 41462 | klastyioer                     |       1        | 0.000 |
| 41463 | klatregutten                   |       1        | 0.000 |
| 41464 | klatrekatt                     |       1        | 0.000 |
| 41465 | klatrekroken                   |       1        | 0.000 |
| 41466 | klatter_tor_0.9                |       1        | 0.000 |
| 41467 | klaugh                         |       1        | 0.000 |
| 41468 | klebthegoat                    |       1        | 0.000 |
| 41469 | kleinanina                     |       1        | 0.000 |
| 41470 | klenodium                      |       1        | 0.000 |
| 41471 | kletteraffe88                  |       1        | 0.000 |
| 41472 | kletterjojo                    |       1        | 0.000 |
| 41473 | klettertill                    |       1        | 0.000 |
| 41474 | klettertux                     |       1        | 0.000 |
| 41475 | kliclimb                       |       1        | 0.000 |
| 41476 | klimbingpal                    |       1        | 0.000 |
| 41477 | klimbo_slice                   |       1        | 0.000 |
| 41478 | klimmers                       |       1        | 0.000 |
| 41479 | klon                           |       1        | 0.000 |
| 41480 | klonker295                     |       1        | 0.000 |
| 41481 | klose1337                      |       1        | 0.000 |
| 41482 | klothza_leo                    |       1        | 0.000 |
| 41483 | klung96                        |       1        | 0.000 |
| 41484 | kluonius                       |       1        | 0.000 |
| 41485 | kluttmann                      |       1        | 0.000 |
| 41486 | kluzer                         |       1        | 0.000 |
| 41487 | klydagayan17                   |       1        | 0.000 |
| 41488 | klyer                          |       1        | 0.000 |
| 41489 | klzc                           |       1        | 0.000 |
| 41490 | km.lmk                         |       1        | 0.000 |
| 41491 | kmaier                         |       1        | 0.000 |
| 41492 | kmboutin                       |       1        | 0.000 |
| 41493 | kmcjannet                      |       1        | 0.000 |
| 41494 | kmckay                         |       1        | 0.000 |
| 41495 | kmeharrie                      |       1        | 0.000 |
| 41496 | kmerlic                        |       1        | 0.000 |
| 41497 | kmeyers                        |       1        | 0.000 |
| 41498 | kmfarris                       |       1        | 0.000 |
| 41499 | kmfranci                       |       1        | 0.000 |
| 41500 | kmon                           |       1        | 0.000 |
| 41501 | kmoore96                       |       1        | 0.000 |
