+------+--------------------------------+-----------------+--------+
|  #   | User Name                      | Uploaded Videos |   %    |
| 1462 | diprose.climbs                 | 2               | 0.007  |
| 1463 | dmitry_shcherbak_              | 2               | 0.007  |
| 1464 | do__not__fear                  | 2               | 0.007  |
| 1465 | dog_man_van                    | 2               | 0.007  |
| 1466 | dong____hyun____               | 2               | 0.007  |
| 1467 | dreamscapes_in_2by2            | 2               | 0.007  |
| 1468 | drewsclimbs                    | 2               | 0.007  |
| 1469 | drkerritiller                  | 2               | 0.007  |
| 1470 | dropkneedaddy                  | 2               | 0.007  |
| 1471 | drvegaa                        | 2               | 0.007  |
| 1472 | dthejinw                       | 2               | 0.007  |
| 1473 | dump72233                      | 2               | 0.007  |
| 1474 | dylan_howard_climbing          | 2               | 0.007  |
| 1475 | dylanchase6                    | 2               | 0.007  |
| 1476 | dynam.nick                     | 2               | 0.007  |
| 1477 | dyno.saurs                     | 2               | 0.007  |
| 1478 | e.brutaleboards                | 2               | 0.007  |
| 1479 | e.climbs                       | 2               | 0.007  |
| 1480 | eddie.mezei                    | 2               | 0.007  |
| 1481 | elenacow                       | 2               | 0.007  |
| 1482 | eletsu                         | 2               | 0.007  |
| 1483 | els.onthewall                  | 2               | 0.007  |
| 1484 | emilythestrange9               | 2               | 0.007  |
| 1485 | empty_climb                    | 2               | 0.007  |
| 1486 | endtoppp                       | 2               | 0.007  |
| 1487 | everyhold_climber              | 2               | 0.007  |
| 1488 | fabian.hnt72                   | 2               | 0.007  |
| 1489 | fac.krock                      | 2               | 0.007  |
| 1490 | fallgrain                      | 2               | 0.007  |
| 1491 | fatchalkball                   | 2               | 0.007  |
| 1492 | fe1ix_board_account            | 2               | 0.007  |
| 1493 | feelgom_climb                  | 2               | 0.007  |
| 1494 | felixjanelle1                  | 2               | 0.007  |
| 1495 | fingerweak                     | 2               | 0.007  |
| 1496 | finiteme                       | 2               | 0.007  |
| 1497 | finng_climbs                   | 2               | 0.007  |
| 1498 | fivetwo_board                  | 2               | 0.007  |
| 1499 | flash_gogo                     | 2               | 0.007  |
| 1500 | flip_lange                     | 2               | 0.007  |
| 1501 | flo.sse                        | 2               | 0.007  |
| 1502 | foxtail6213                    | 2               | 0.007  |
| 1503 | freddielomas                   | 2               | 0.007  |
| 1504 | fromwhereshemoves              | 2               | 0.007  |
| 1505 | fucczuccc                      | 2               | 0.007  |
| 1506 | furley_climbs                  | 2               | 0.007  |
| 1507 | fwnolte                        | 2               | 0.007  |
| 1508 | gambakai                       | 2               | 0.007  |
| 1509 | gejostasa                      | 2               | 0.007  |
| 1510 | geoff_climbs                   | 2               | 0.007  |
| 1511 | gerard.diesta                  | 2               | 0.007  |
| 1512 | ggo_intj_climber               | 2               | 0.007  |
| 1513 | gianaclimbs                    | 2               | 0.007  |
| 1514 | gide_jj                        | 2               | 0.007  |
| 1515 | girininkass                    | 2               | 0.007  |
| 1516 | gjoel_climbs                   | 2               | 0.007  |
| 1517 | glen_paule24                   | 2               | 0.007  |
| 1518 | gmarie_d                       | 2               | 0.007  |
| 1519 | grackjeen                      | 2               | 0.007  |
| 1520 | grass_irl                      | 2               | 0.007  |
| 1521 | gring_2                        | 2               | 0.007  |
| 1522 | grippedbc                      | 2               | 0.007  |
| 1523 | gudetama_climbing              | 2               | 0.007  |
| 1524 | guemlimbing                    | 2               | 0.007  |
| 1525 | gumberculese_42                | 2               | 0.007  |
| 1526 | gunnar_buldring                | 2               | 0.007  |
| 1527 | gunngoesup                     | 2               | 0.007  |
| 1528 | gyu_climv                      | 2               | 0.007  |
| 1529 | h.k.son_9067                   | 2               | 0.007  |
| 1530 | h_yeeing                       | 2               | 0.007  |
| 1531 | hallecrimps                    | 2               | 0.007  |
| 1532 | han_seuran                     | 2               | 0.007  |
| 1533 | heiyeunglam                    | 2               | 0.007  |
| 1534 | henryjhenderson                | 2               | 0.007  |
| 1535 | hermanoutandabout              | 2               | 0.007  |
| 1536 | hey6board                      | 2               | 0.007  |
| 1537 | howemcbowie                    | 2               | 0.007  |
| 1538 | hskt_kilter                    | 2               | 0.007  |
| 1539 | hubi_min                       | 2               | 0.007  |
| 1540 | hugochan_climb                 | 2               | 0.007  |
| 1541 | hutch_climbs                   | 2               | 0.007  |
| 1542 | hw_wau                         | 2               | 0.007  |
| 1543 | hxn.jxseph                     | 2               | 0.007  |
| 1544 | hyun__ju__moon                 | 2               | 0.007  |
| 1545 | i_dyno_i_die                   | 2               | 0.007  |
| 1546 | ih3arty09a                     | 2               | 0.007  |
| 1547 | ilikelichen__                  | 2               | 0.007  |
| 1548 | im__chocopie                   | 2               | 0.007  |
| 1549 | isoxig                         | 2               | 0.007  |
| 1550 | israel.halle                   | 2               | 0.007  |
| 1551 | j_jaeminl                      | 2               | 0.007  |
| 1552 | jacob_with_the_hair_           | 2               | 0.007  |
| 1553 | jahcastellanoss                | 2               | 0.007  |
| 1554 | james_von_b                    | 2               | 0.007  |
| 1555 | jamestheprofessionalpolasek    | 2               | 0.007  |
| 1556 | jan_ueberhang                  | 2               | 0.007  |
| 1557 | jannikonboard                  | 2               | 0.007  |
| 1558 | jaymemilligan                  | 2               | 0.007  |
| 1559 | jaysbuttress                   | 2               | 0.007  |
| 1560 | jayypclimbs_                   | 2               | 0.007  |
| 1561 | jbeone_climbs                  | 2               | 0.007  |
| 1562 | jclimbsrocks                   | 2               | 0.007  |
| 1563 | jd_putra                       | 2               | 0.007  |
| 1564 | jennika                        | 2               | 0.007  |
| 1565 | jeremy.milson                  | 2               | 0.007  |
| 1566 | jerome_doukakis                | 2               | 0.007  |
| 1567 | ji_ns_uz                       | 2               | 0.007  |
| 1568 | ji_soooo_da                    | 2               | 0.007  |
| 1569 | jillard.starts.with.jay        | 2               | 0.007  |
| 1570 | jinlegacy                      | 2               | 0.007  |
| 1571 | jjii0350                       | 2               | 0.007  |
| 1572 | jjong_.u                       | 2               | 0.007  |
| 1573 | jmorris007                     | 2               | 0.007  |
| 1574 | jnjclimbs                      | 2               | 0.007  |
| 1575 | jo.hofherr                     | 2               | 0.007  |
| 1576 | joannewuhoo                    | 2               | 0.007  |
| 1577 | joe.climbs_                    | 2               | 0.007  |
| 1578 | joepartridge91                 | 2               | 0.007  |
| 1579 | johnnyd3k                      | 2               | 0.007  |
| 1580 | jonercraguiat                  | 2               | 0.007  |
| 1581 | jonghoon2041                   | 2               | 0.007  |
| 1582 | jonoc.wl                       | 2               | 0.007  |
| 1583 | joo__ky                        | 2               | 0.007  |
| 1584 | jordanwilken_                  | 2               | 0.007  |
| 1585 | jseong_hyun                    | 2               | 0.007  |
| 1586 | juju_keepgoing                 | 2               | 0.007  |
| 1587 | jujubuuulle                    | 2               | 0.007  |
| 1588 | juliannazariovargas            | 2               | 0.007  |
| 1589 | jun.yeong_lim                  | 2               | 0.007  |
| 1590 | juri_unt                       | 2               | 0.007  |
| 1591 | justinsclimbs                  | 2               | 0.007  |
| 1592 | justpullhard                   | 2               | 0.007  |
| 1593 | jutopia_climb                  | 2               | 0.007  |
| 1594 | kalimotxo_board_account        | 2               | 0.007  |
| 1595 | kallmekyra                     | 2               | 0.007  |
| 1596 | kang_gubum97                   | 2               | 0.007  |
| 1597 | kasyn__                        | 2               | 0.007  |
| 1598 | kaylieeatsrocks                | 2               | 0.007  |
| 1599 | kayteeclimb                    | 2               | 0.007  |
| 1600 | kazuneclimber                  | 2               | 0.007  |
| 1601 | ken_cklam                      | 2               | 0.007  |
| 1602 | kiana_iwa                      | 2               | 0.007  |
| 1603 | kilter_man                     | 2               | 0.007  |
| 1604 | kilterboard418                 | 2               | 0.007  |
| 1605 | kilterbrad                     | 2               | 0.007  |
| 1606 | kim_bro_89                     | 2               | 0.007  |
| 1607 | kinetikclimbing                | 2               | 0.007  |
| 1608 | kirill.kresling                | 2               | 0.007  |
| 1609 | kitten.fingers                 | 2               | 0.007  |
| 1610 | kluddtjuv                      | 2               | 0.007  |
| 1611 | km_ssg                         | 2               | 0.007  |
| 1612 | krushboulders                  | 2               | 0.007  |
| 1613 | kwon_climbing                  | 2               | 0.007  |
| 1614 | kwon_dotol                     | 2               | 0.007  |
| 1615 | kyeung5                        | 2               | 0.007  |
| 1616 | kyle.does.whatever             | 2               | 0.007  |
| 1617 | l.smin97                       | 2               | 0.007  |
| 1618 | langer.cn                      | 2               | 0.007  |
| 1619 | lanky_ali                      | 2               | 0.007  |
| 1620 | lenamoino                      | 2               | 0.007  |
| 1621 | leo.boe                        | 2               | 0.007  |
| 1622 | leonid_osadchyi                | 2               | 0.007  |
| 1623 | leopie123                      | 2               | 0.007  |
| 1624 | lesfreresnguyen                | 2               | 0.007  |
| 1625 | lincolnclimbs                  | 2               | 0.007  |
| 1626 | linsends                       | 2               | 0.007  |
| 1627 | littlebear_board_climb         | 2               | 0.007  |
| 1628 | lllu_climb                     | 2               | 0.007  |
| 1629 | logan.climbs                   | 2               | 0.007  |
| 1630 | logclimbing                    | 2               | 0.007  |
| 1631 | lovricsports                   | 2               | 0.007  |
| 1632 | lukaszkudla                    | 2               | 0.007  |
| 1633 | lxxzn0_                        | 2               | 0.007  |
| 1634 | lynden_mo                      | 2               | 0.007  |
| 1635 | m1n1g1ant7                     | 2               | 0.007  |
| 1636 | mabae                          | 2               | 0.007  |
| 1637 | madzclimbz                     | 2               | 0.007  |
| 1638 | mandrew_gunsworth              | 2               | 0.007  |
| 1639 | marius_kitzmueller             | 2               | 0.007  |
| 1640 | mariuslbraun                   | 2               | 0.007  |
| 1641 | markdgold                      | 2               | 0.007  |
| 1642 | martyboulders                  | 2               | 0.007  |
| 1643 | master_toesocks                | 2               | 0.007  |
| 1644 | mat_hai                        | 2               | 0.007  |
| 1645 | matthew_conlin                 | 2               | 0.007  |
| 1646 | matthewridesmith               | 2               | 0.007  |
| 1647 | matthias_imre                  | 2               | 0.007  |
| 1648 | max.climbss                    | 2               | 0.007  |
| 1649 | max.spider.monkey              | 2               | 0.007  |
| 1650 | maximus_climbs                 | 2               | 0.007  |
| 1651 | meclimbs                       | 2               | 0.007  |
| 1652 | melo__climb__acc               | 2               | 0.007  |
| 1653 | melvin_rucinski                | 2               | 0.007  |
| 1654 | mgrockxxl                      | 2               | 0.007  |
| 1655 | michaely.climbs                | 2               | 0.007  |
| 1656 | micheclimbsrocks               | 2               | 0.007  |
| 1657 | mikoclimbing                   | 2               | 0.007  |
| 1658 | milad.zia.m                    | 2               | 0.007  |
| 1659 | miles.climbs                   | 2               | 0.007  |
| 1660 | mingi5358                      | 2               | 0.007  |
| 1661 | minhyung_yook                  | 2               | 0.007  |
| 1662 | mir.zipsa                      | 2               | 0.007  |
| 1663 | miumiulaugh                    | 2               | 0.007  |
| 1664 | mn_board_account               | 2               | 0.007  |
| 1665 | monk_jungk                     | 2               | 0.007  |
| 1666 | moonboard2019_shortbeta        | 2               | 0.007  |
| 1667 | moonboardmonday                | 2               | 0.007  |
| 1668 | murphyclimbsrocks              | 2               | 0.007  |
| 1669 | namoohwan80                    | 2               | 0.007  |
| 1670 | nari.neet_climb                | 2               | 0.007  |
| 1671 | nate_does_activities           | 2               | 0.007  |
| 1672 | nathariification               | 2               | 0.007  |
| 1673 | naturalgoodie                  | 2               | 0.007  |
| 1674 | neil.pad                       | 2               | 0.007  |
| 1675 | never.sick.boards              | 2               | 0.007  |
| 1676 | nico_krueger                   | 2               | 0.007  |
| 1677 | nikolaus.__                    | 2               | 0.007  |
| 1678 | nillerdog                      | 2               | 0.007  |
| 1679 | njiwoon                        | 2               | 0.007  |
| 1680 | noeyoxs                        | 2               | 0.007  |
| 1681 | not.a.climber                  | 2               | 0.007  |
| 1682 | nugg.climbs                    | 2               | 0.007  |
| 1683 | o_leo_climb                    | 2               | 0.007  |
| 1684 | olabrick                       | 2               | 0.007  |
| 1685 | olanzag                        | 2               | 0.007  |
| 1686 | olbarclimbing                  | 2               | 0.007  |
| 1687 | olli_cornelius                 | 2               | 0.007  |
| 1688 | ollie__94                      | 2               | 0.007  |
| 1689 | oms.mantle                     | 2               | 0.007  |
| 1690 | oylv3011                       | 2               | 0.007  |
| 1691 | pahamclimber                   | 2               | 0.007  |
| 1692 | pajama_tom                     | 2               | 0.007  |
| 1693 | palomeraleon                   | 2               | 0.007  |
| 1694 | pamoclimbs                     | 2               | 0.007  |
| 1695 | panetta_projects               | 2               | 0.007  |
| 1696 | pascallange_kiltercanyon       | 2               | 0.007  |
| 1697 | paul.berenstein                | 2               | 0.007  |
| 1698 | paul.ehr                       | 2               | 0.007  |
| 1699 | paul_nam_climbs_               | 2               | 0.007  |
| 1700 | pebble.wrestlen                | 2               | 0.007  |
| 1701 | pinchesandcrimps               | 2               | 0.007  |
| 1702 | piotr.niznik                   | 2               | 0.007  |
| 1703 | pivvay                         | 2               | 0.007  |
| 1704 | pjclimber                      | 2               | 0.007  |
| 1705 | pumpkinbread2022               | 2               | 0.007  |
| 1706 | push_up____                    | 2               | 0.007  |
| 1707 | r_h_i.m                        | 2               | 0.007  |
| 1708 | raf_the_climber                | 2               | 0.007  |
| 1709 | rajivayyangar                  | 2               | 0.007  |
| 1710 | raman.ebrahimi                 | 2               | 0.007  |
| 1711 | rapidasz11                     | 2               | 0.007  |
| 1712 | ray131326                      | 2               | 0.007  |
| 1713 | rens_bouldersetting            | 2               | 0.007  |
| 1714 | rex_havoc                      | 2               | 0.007  |
| 1715 | rhett.board.account            | 2               | 0.007  |
| 1716 | rkp.0719                       | 2               | 0.007  |
| 1717 | roadto7c                       | 2               | 0.007  |
| 1718 | rockcityclimbing               | 2               | 0.007  |
| 1719 | rockrock_hsieh                 | 2               | 0.007  |
| 1720 | roomela_                       | 2               | 0.007  |
| 1721 | roser_board                    | 2               | 0.007  |
| 1722 | runekilterbeta                 | 2               | 0.007  |
| 1723 | s_ju_na                        | 2               | 0.007  |
| 1724 | saltedfish_climbs              | 2               | 0.007  |
| 1725 | saltydogbouldering             | 2               | 0.007  |
| 1726 | sam.got.board                  | 2               | 0.007  |
| 1727 | samis_gymaccount               | 2               | 0.007  |
| 1728 | samlfarrar                     | 2               | 0.007  |
| 1729 | sams_charcuterie_board         | 2               | 0.007  |
| 1730 | samuelwyler.moon.n.kilter      | 2               | 0.007  |
| 1731 | sandbag.sam                    | 2               | 0.007  |
| 1732 | sara_samaniego_                | 2               | 0.007  |
| 1733 | sasol_climber                  | 2               | 0.007  |
| 1734 | sean_climb                     | 2               | 0.007  |
| 1735 | seb_climbz                     | 2               | 0.007  |
| 1736 | sebastian.wicke                | 2               | 0.007  |
| 1737 | senkatz                        | 2               | 0.007  |
| 1738 | seo_minss                      | 2               | 0.007  |
| 1739 | shimihiro_                     | 2               | 0.007  |
| 1740 | shinseimiki                    | 2               | 0.007  |
| 1741 | short_girl_beta                | 2               | 0.007  |
| 1742 | shortgirlkilter                | 2               | 0.007  |
| 1743 | shorty_beta                    | 2               | 0.007  |
| 1744 | sigmaclimbset                  | 2               | 0.007  |
| 1745 | sjoerdkrul                     | 2               | 0.007  |
| 1746 | skullinsk                      | 2               | 0.007  |
| 1747 | slendersends                   | 2               | 0.007  |
| 1748 | slopers_pinches                | 2               | 0.007  |
| 1749 | slowly__slower                 | 2               | 0.007  |
| 1750 | sly.climbs                     | 2               | 0.007  |
| 1751 | snellingsends                  | 2               | 0.007  |
| 1752 | somealexkid                    | 2               | 0.007  |
| 1753 | son_climbing                   | 2               | 0.007  |
| 1754 | soobin2dang                    | 2               | 0.007  |
| 1755 | sophiapau                      | 2               | 0.007  |
| 1756 | soraarora                      | 2               | 0.007  |
| 1757 | sosx                           | 2               | 0.007  |
| 1758 | soulnaturepeace                | 2               | 0.007  |
| 1759 | spanish_climbing_dream         | 2               | 0.007  |
| 1760 | spider.pig_training            | 2               | 0.007  |
| 1761 | spray_lord_of_the_flies        | 2               | 0.007  |
| 1762 | spring_bommmm                  | 2               | 0.007  |
| 1763 | static.song                    | 2               | 0.007  |
| 1764 | static_su                      | 2               | 0.007  |
| 1765 | stephens_board__acct           | 2               | 0.007  |
| 1766 | stephisboard                   | 2               | 0.007  |
| 1767 | stranger_than_friction         | 2               | 0.007  |
| 1768 | strong_yeguree                 | 2               | 0.007  |
| 1769 | stuartmillis                   | 2               | 0.007  |
| 1770 | stuck_on_wall                  | 2               | 0.007  |
| 1771 | sunghyun__a                    | 2               | 0.007  |
| 1772 | taiseiishimatsu                | 2               | 0.007  |
| 1773 | takahiro_mashiyama             | 2               | 0.007  |
| 1774 | tall_not_strong                | 2               | 0.007  |
| 1775 | tani.ken8                      | 2               | 0.007  |
| 1776 | tanyaclimbs                    | 2               | 0.007  |
| 1777 | tatsuya_climber6               | 2               | 0.007  |
| 1778 | tedyanosordam                  | 2               | 0.007  |
| 1779 | the5ftwanderer                 | 2               | 0.007  |
| 1780 | the_climbing_couple            | 2               | 0.007  |
| 1781 | the_macman                     | 2               | 0.007  |
| 1782 | theamykins                     | 2               | 0.007  |
| 1783 | thebestgyminlasvegas           | 2               | 0.007  |
| 1784 | theclimbingguys                | 2               | 0.007  |
| 1785 | theoldrat                      | 2               | 0.007  |
| 1786 | tiffboulderland                | 2               | 0.007  |
| 1787 | tim.climbs                     | 2               | 0.007  |
| 1788 | timmestammes                   | 2               | 0.007  |
| 1789 | tititriesthekilterboardtotest  | 2               | 0.007  |
| 1790 | tj_epd                         | 2               | 0.007  |
| 1791 | tlsrlsub                       | 2               | 0.007  |
| 1792 | tonytcc.k                      | 2               | 0.007  |
| 1793 | torsteinstrand                 | 2               | 0.007  |
| 1794 | trizzzlle_climbs               | 2               | 0.007  |
| 1795 | txexd                          | 2               | 0.007  |
| 1796 | up.lightly                     | 2               | 0.007  |
| 1797 | urix_uohz                      | 2               | 0.007  |
| 1798 | ursa_acrididae                 | 2               | 0.007  |
| 1799 | vancestanfield                 | 2               | 0.007  |
| 1800 | vinsewah                       | 2               | 0.007  |
| 1801 | vlclimb                        | 2               | 0.007  |
| 1802 | wall_document_aries            | 2               | 0.007  |
| 1803 | walrusclimbs                   | 2               | 0.007  |
| 1804 | watkin_running_climbing        | 2               | 0.007  |
| 1805 | we_climb_bored                 | 2               | 0.007  |
| 1806 | whatisbeta                     | 2               | 0.007  |
| 1807 | whiterain_climbing             | 2               | 0.007  |
| 1808 | wildeagoo                      | 2               | 0.007  |
| 1809 | will_klundy                    | 2               | 0.007  |
| 1810 | wise.frank                     | 2               | 0.007  |
| 1811 | wiwi_xjx                       | 2               | 0.007  |
| 1812 | woonjin_k                      | 2               | 0.007  |
| 1813 | xly404                         | 2               | 0.007  |
| 1814 | yang_galss_clmb                | 2               | 0.007  |
| 1815 | yanllez                        | 2               | 0.007  |
| 1816 | yanni_d19                      | 2               | 0.007  |
| 1817 | yinansends                     | 2               | 0.007  |
| 1818 | yo0n_sight                     | 2               | 0.007  |
| 1819 | yulimb_up                      | 2               | 0.007  |
| 1820 | zzzwoney                       | 2               | 0.007  |
| 1821 | 15hoehenmeter                  | 1               | 0.004  |
| 1822 | 1zugvogel                      | 1               | 0.004  |
| 1823 | 20m6ie                         | 1               | 0.004  |
| 1824 | 3liteidiot                     | 1               | 0.004  |
| 1825 | 5.01._.climber                 | 1               | 0.004  |
| 1826 | 5.01._.klimber                 | 1               | 0.004  |
| 1827 | 5vforest2                      | 1               | 0.004  |
| 1828 | 94k_bg                         | 1               | 0.004  |
| 1829 | 98lukki                        | 1               | 0.004  |
| 1830 | Justinnclimbs                  | 1               | 0.004  |
| 1831 | ____k__k__k__k____             | 1               | 0.004  |
| 1832 | ___wndyclmbs                   | 1               | 0.004  |
| 1833 | __jordan_00                    | 1               | 0.004  |
| 1834 | __ttomek_                      | 1               | 0.004  |
| 1835 | _brandon_kruse_                | 1               | 0.004  |
| 1836 | _channing_gray_                | 1               | 0.004  |
| 1837 | _climb.jun__                   | 1               | 0.004  |
| 1838 | _ddi_ddi                       | 1               | 0.004  |
| 1839 | _griptok                       | 1               | 0.004  |
| 1840 | _hyunsu_                       | 1               | 0.004  |
| 1841 | _laulaurence_                  | 1               | 0.004  |
| 1842 | _lcm____                       | 1               | 0.004  |
| 1843 | _maieemaiee                    | 1               | 0.004  |
| 1844 | _quinnclimbs_                  | 1               | 0.004  |
| 1845 | _ronaldo_moon_                 | 1               | 0.004  |
| 1846 | _ronchau                       | 1               | 0.004  |
| 1847 | _ryaaaaaan_m                   | 1               | 0.004  |
| 1848 | _ty_climbs                     | 1               | 0.004  |
| 1849 | _won_climb_                    | 1               | 0.004  |
| 1850 | _zheniii                       | 1               | 0.004  |
| 1851 | a.nneneumann                   | 1               | 0.004  |
| 1852 | aaron_climb                    | 1               | 0.004  |
| 1853 | aaron_sends                    | 1               | 0.004  |
| 1854 | aarontclimbs                   | 1               | 0.004  |
| 1855 | aaronvboulder                  | 1               | 0.004  |
| 1856 | acorn_jaeik                    | 1               | 0.004  |
| 1857 | actalvarez                     | 1               | 0.004  |
| 1858 | adrianklimbs                   | 1               | 0.004  |
| 1859 | adrianxoropeza                 | 1               | 0.004  |
| 1860 | aetherists                     | 1               | 0.004  |
| 1861 | ahirukuchi                     | 1               | 0.004  |
| 1862 | aidancampbelle                 | 1               | 0.004  |
| 1863 | aidansends                     | 1               | 0.004  |
| 1864 | aki.scott                      | 1               | 0.004  |
| 1865 | albin_winda_climbing           | 1               | 0.004  |
| 1866 | alejandro.sanchez.cabana       | 1               | 0.004  |
| 1867 | alexclimbz                     | 1               | 0.004  |
| 1868 | alexdavisclimbs                | 1               | 0.004  |
| 1869 | alexzuttre                     | 1               | 0.004  |
| 1870 | all_kilter_no_filter           | 1               | 0.004  |
| 1871 | allez_alessandro               | 1               | 0.004  |
| 1872 | ally_venga                     | 1               | 0.004  |
| 1873 | alohaantoine                   | 1               | 0.004  |
| 1874 | alpha______gamma               | 1               | 0.004  |
| 1875 | alsgur_e_                      | 1               | 0.004  |
| 1876 | amberclimbss                   | 1               | 0.004  |
| 1877 | amitaidemayu                   | 1               | 0.004  |
| 1878 | amydoo                         | 1               | 0.004  |
| 1879 | ancient_chilese_secret         | 1               | 0.004  |
| 1880 | andresitoa2010                 | 1               | 0.004  |
| 1881 | andrew_climbing                | 1               | 0.004  |
| 1882 | andrewchenphoto                | 1               | 0.004  |
| 1883 | andrewjarahaboardsends         | 1               | 0.004  |
| 1884 | andyyclimbs                    | 1               | 0.004  |
| 1885 | anthony_bradford0              | 1               | 0.004  |
| 1886 | aquinoadventures               | 1               | 0.004  |
| 1887 | art_official_intelligence      | 1               | 0.004  |
| 1888 | artist_on_slab                 | 1               | 0.004  |
| 1889 | arto_tim                       | 1               | 0.004  |
| 1890 | arttu_raatikainen              | 1               | 0.004  |
| 1891 | asianboardmeeting              | 1               | 0.004  |
| 1892 | askarboardaccount              | 1               | 0.004  |
| 1893 | astroclimbing94                | 1               | 0.004  |
| 1894 | austinclimbs18                 | 1               | 0.004  |
| 1895 | average_joe_climbs_kilter      | 1               | 0.004  |
| 1896 | averageboardclimber            | 1               | 0.004  |
| 1897 | aw.climbing                    | 1               | 0.004  |
| 1898 | awwalker.punts                 | 1               | 0.004  |
| 1899 | axeleracion                    | 1               | 0.004  |
| 1900 | backvan_                       | 1               | 0.004  |
| 1901 | backwards_dave                 | 1               | 0.004  |
| 1902 | badtopout                      | 1               | 0.004  |
| 1903 | baka_rich                      | 1               | 0.004  |
| 1904 | bambambeignet                  | 1               | 0.004  |
| 1905 | bare_skift_fod                 | 1               | 0.004  |
| 1906 | bariclimb.trb                  | 1               | 0.004  |
| 1907 | barrettbookout                 | 1               | 0.004  |
| 1908 | bartclimbing                   | 1               | 0.004  |
| 1909 | bartek.opiela                  | 1               | 0.004  |
| 1910 | basaltbae                      | 1               | 0.004  |
| 1911 | basementboulderer              | 1               | 0.004  |
| 1912 | basikbrando                    | 1               | 0.004  |
| 1913 | becca_frangos                  | 1               | 0.004  |
| 1914 | belay_babe                     | 1               | 0.004  |
| 1915 | ben_clmangju                   | 1               | 0.004  |
| 1916 | benboardclimbs                 | 1               | 0.004  |
| 1917 | bendy.wendy.climbs             | 1               | 0.004  |
| 1918 | benharringtonclimbs            | 1               | 0.004  |
| 1919 | benharringtonsets_             | 1               | 0.004  |
| 1920 | benj.davies                    | 1               | 0.004  |
| 1921 | benjamininin.boardspray        | 1               | 0.004  |
| 1922 | benjilauz                      | 1               | 0.004  |
| 1923 | benkim996                      | 1               | 0.004  |
| 1924 | benoprisu                      | 1               | 0.004  |
| 1925 | bensboardbeta                  | 1               | 0.004  |
| 1926 | bensummits                     | 1               | 0.004  |
| 1927 | beta._.bois                    | 1               | 0.004  |
| 1928 | beta.ballet                    | 1               | 0.004  |
| 1929 | beta.breakers                  | 1               | 0.004  |
| 1930 | beta_by_wrongwong              | 1               | 0.004  |
| 1931 | beta_for_kilter_board          | 1               | 0.004  |
| 1932 | betabouldersclimbinggym        | 1               | 0.004  |
| 1933 | betaboy04                      | 1               | 0.004  |
| 1934 | betaboyboards                  | 1               | 0.004  |
| 1935 | bfitz.23                       | 1               | 0.004  |
| 1936 | bharrythethird                 | 1               | 0.004  |
| 1937 | bianca_zah                     | 1               | 0.004  |
| 1938 | bigjerm01                      | 1               | 0.004  |
| 1939 | bin.board                      | 1               | 0.004  |
| 1940 | bitesizeaggy                   | 1               | 0.004  |
| 1941 | bjarkigisla                    | 1               | 0.004  |
| 1942 | bjcook79                       | 1               | 0.004  |
| 1943 | board.bois                     | 1               | 0.004  |
| 1944 | board.dom                      | 1               | 0.004  |
| 1945 | board_bangers                  | 1               | 0.004  |
| 1946 | board_games_with_nick          | 1               | 0.004  |
| 1947 | board_ist_ihr_hobby            | 1               | 0.004  |
| 1948 | board_protocol                 | 1               | 0.004  |
| 1949 | boardclimbing                  | 1               | 0.004  |
| 1950 | boardclimbsonly                | 1               | 0.004  |
| 1951 | boardsarusselling              | 1               | 0.004  |
| 1952 | boardseeker                    | 1               | 0.004  |
| 1953 | boardsends                     | 1               | 0.004  |
| 1954 | bob.kimg                       | 1               | 0.004  |
| 1955 | bobo.boards                    | 1               | 0.004  |
| 1956 | bochenoutdoor                  | 1               | 0.004  |
| 1957 | bolederer                      | 1               | 0.004  |
| 1958 | bonk.ei                        | 1               | 0.004  |
| 1959 | bora_dorri                     | 1               | 0.004  |
| 1960 | boss_babe_beta                 | 1               | 0.004  |
| 1961 | boulder.yooon                  | 1               | 0.004  |
| 1962 | boulder_flo                    | 1               | 0.004  |
| 1963 | boulder_folder                 | 1               | 0.004  |
| 1964 | boulderight                    | 1               | 0.004  |
| 1965 | bouldering.natas               | 1               | 0.004  |
| 1966 | boulderloungeschlieren         | 1               | 0.004  |
| 1967 | bouldermusako9                 | 1               | 0.004  |
| 1968 | boulduckring                   | 1               | 0.004  |
| 1969 | bowa4141                       | 1               | 0.004  |
| 1970 | bradybuescher                  | 1               | 0.004  |
| 1971 | brandonbarraclough             | 1               | 0.004  |
| 1972 | brdb_                          | 1               | 0.004  |
| 1973 | brendankilterspam              | 1               | 0.004  |
| 1974 | brennan_board_account          | 1               | 0.004  |
| 1975 | brettnwhitchurch               | 1               | 0.004  |
| 1976 | brianjaycarlson                | 1               | 0.004  |
| 1977 | brittanybrelle                 | 1               | 0.004  |
| 1978 | bryan.6999                     | 1               | 0.004  |
| 1979 | bryan.climbs                   | 1               | 0.004  |
| 1980 | bucket_hat_climbs              | 1               | 0.004  |
| 1981 | buffalobouldering              | 1               | 0.004  |
| 1982 | bumbipungen                    | 1               | 0.004  |
| 1983 | burnthe3rd                     | 1               | 0.004  |
| 1984 | byron_nicholls_climb           | 1               | 0.004  |
| 1985 | c_macdonald5768                | 1               | 0.004  |
| 1986 | c_woodfin_                     | 1               | 0.004  |
| 1987 | cajunhotstick                  | 1               | 0.004  |
| 1988 | calvin.climbs                  | 1               | 0.004  |
